Step,AgentID,cars_charging,full
14,5_Charge,0,False
14,6_Charge,0,False
14,7_Charge,0,False
14,8_Charge,0,False
15,0_Charge,0,False
15,1_Charge,0,False
15,2_Charge,0,False
15,3_Charge,0,False
15,4_Charge,0,False
15,5_Charge,0,False
15,6_Charge,0,False
15,7_Charge,0,False
15,8_Charge,0,False
16,0_Charge,1,False
16,1_Charge,0,False
16,2_Charge,0,False
16,3_Charge,0,False
16,4_Charge,0,False
16,5_Charge,0,False
16,6_Charge,0,False
16,7_Charge,0,False
16,8_Charge,0,False
17,0_Charge,1,False
17,1_Charge,0,False
17,2_Charge,0,False
17,3_Charge,0,False
17,4_Charge,0,False
17,5_Charge,0,False
17,6_Charge,0,False
17,7_Charge,1,False
17,8_Charge,0,False
18,0_Charge,2,False
18,1_Charge,1,False
18,2_Charge,0,False
18,3_Charge,0,False
18,4_Charge,0,False
18,5_Charge,0,False
18,6_Charge,0,False
18,7_Charge,1,False
18,8_Charge,0,False
19,0_Charge,2,False
19,1_Charge,1,False
19,2_Charge,0,False
19,3_Charge,1,False
19,4_Charge,0,False
19,5_Charge,0,False
19,6_Charge,0,False
19,7_Charge,2,False
19,8_Charge,0,False
20,0_Charge,1,False
20,1_Charge,3,False
20,2_Charge,1,False
20,3_Charge,2,False
20,4_Charge,2,False
20,5_Charge,0,False
20,6_Charge,0,False
20,7_Charge,2,False
20,8_Charge,0,False
21,0_Charge,1,False
21,1_Charge,4,False
21,2_Charge,1,False
21,3_Charge,4,False
21,4_Charge,3,False
21,5_Charge,1,False
21,6_Charge,1,False
21,7_Charge,2,False
21,8_Charge,3,False
22,0_Charge,4,False
22,1_Charge,5,False
22,2_Charge,2,False
22,3_Charge,8,False
22,4_Charge,12,True
22,5_Charge,6,False
22,6_Charge,4,False
22,7_Charge,2,False
22,8_Charge,5,False
23,0_Charge,8,False
23,1_Charge,5,False
23,2_Charge,3,False
23,3_Charge,13,True
23,4_Charge,22,True
23,5_Charge,11,True
23,6_Charge,8,False
23,7_Charge,7,False
23,8_Charge,8,False
24,0_Charge,11,True
24,1_Charge,11,True
24,2_Charge,5,False
24,3_Charge,14,True
24,4_Charge,33,True
24,5_Charge,20,True
24,6_Charge,11,True
24,7_Charge,11,True
24,8_Charge,12,True
25,0_Charge,13,True
25,1_Charge,20,True
25,2_Charge,6,False
25,3_Charge,20,True
25,4_Charge,50,True
25,5_Charge,30,True
25,6_Charge,17,True
25,7_Charge,23,True
25,8_Charge,17,True
26,0_Charge,19,True
26,1_Charge,35,True
26,2_Charge,11,True
26,3_Charge,27,True
26,4_Charge,75,True
26,5_Charge,41,True
26,6_Charge,21,True
26,7_Charge,32,True
26,8_Charge,21,True
27,0_Charge,21,True
27,1_Charge,41,True
27,2_Charge,14,True
27,3_Charge,30,True
27,4_Charge,89,True
27,5_Charge,49,True
27,6_Charge,25,True
27,7_Charge,35,True
27,8_Charge,24,True
28,0_Charge,20,True
28,1_Charge,50,True
28,2_Charge,16,True
28,3_Charge,38,True
28,4_Charge,103,True
28,5_Charge,56,True
28,6_Charge,26,True
28,7_Charge,45,True
28,8_Charge,24,True
29,0_Charge,16,True
29,1_Charge,56,True
29,2_Charge,18,True
29,3_Charge,37,True
29,4_Charge,104,True
29,5_Charge,54,True
29,6_Charge,23,True
29,7_Charge,43,True
29,8_Charge,24,True
30,0_Charge,17,True
30,1_Charge,53,True
30,2_Charge,20,True
30,3_Charge,39,True
30,4_Charge,94,True
30,5_Charge,47,True
30,6_Charge,21,True
30,7_Charge,39,True
30,8_Charge,22,True
31,0_Charge,17,True
31,1_Charge,54,True
31,2_Charge,20,True
31,3_Charge,40,True
31,4_Charge,94,True
31,5_Charge,47,True
31,6_Charge,22,True
31,7_Charge,39,True
31,8_Charge,22,True
32,0_Charge,15,True
32,1_Charge,43,True
32,2_Charge,18,True
32,3_Charge,34,True
32,4_Charge,75,True
32,5_Charge,37,True
32,6_Charge,16,True
32,7_Charge,27,True
32,8_Charge,17,True
33,0_Charge,9,False
33,1_Charge,28,True
33,2_Charge,13,True
33,3_Charge,27,True
33,4_Charge,50,True
33,5_Charge,26,True
33,6_Charge,12,True
33,7_Charge,18,True
33,8_Charge,13,True
34,0_Charge,7,False
34,1_Charge,21,True
34,2_Charge,10,True
34,3_Charge,22,True
34,4_Charge,35,True
34,5_Charge,17,True
34,6_Charge,7,False
34,7_Charge,15,True
34,8_Charge,7,False
35,0_Charge,5,False
35,1_Charge,11,True
35,2_Charge,7,False
35,3_Charge,10,True
35,4_Charge,12,True
35,5_Charge,5,False
35,6_Charge,3,False
35,7_Charge,4,False
35,8_Charge,5,False
36,0_Charge,5,False
36,1_Charge,11,True
36,2_Charge,7,False
36,3_Charge,10,True
36,4_Charge,12,True
36,5_Charge,5,False
36,6_Charge,3,False
36,7_Charge,4,False
36,8_Charge,5,False
37,0_Charge,4,False
37,1_Charge,4,False
37,2_Charge,4,False
37,3_Charge,6,False
37,4_Charge,1,False
37,5_Charge,2,False
37,6_Charge,2,False
37,7_Charge,1,False
37,8_Charge,2,False
38,0_Charge,0,False
38,1_Charge,1,False
38,2_Charge,0,False
38,3_Charge,2,False
38,4_Charge,0,False
38,5_Charge,0,False
38,6_Charge,1,False
38,7_Charge,0,False
38,8_Charge,0,False
39,0_Charge,0,False
39,1_Charge,0,False
39,2_Charge,0,False
39,3_Charge,1,False
39,4_Charge,0,False
39,5_Charge,0,False
39,6_Charge,0,False
39,7_Charge,0,False
39,8_Charge,0,False
40,0_Charge,0,False
40,1_Charge,0,False
40,2_Charge,0,False
40,3_Charge,0,False
40,4_Charge,0,False
40,5_Charge,0,False
40,6_Charge,0,False
40,7_Charge,0,False
40,8_Charge,0,False
41,0_Charge,0,False
41,1_Charge,0,False
41,2_Charge,0,False
41,3_Charge,0,False
41,4_Charge,0,False
41,5_Charge,0,False
41,6_Charge,0,False
41,7_Charge,0,False
41,8_Charge,0,False
42,0_Charge,0,False
42,1_Charge,0,False
42,2_Charge,0,False
42,3_Charge,0,False
42,4_Charge,0,False
42,5_Charge,0,False
42,6_Charge,0,False
42,7_Charge,0,False
42,8_Charge,0,False
43,0_Charge,0,False
43,1_Charge,0,False
43,2_Charge,0,False
43,3_Charge,0,False
43,4_Charge,0,False
43,5_Charge,0,False
43,6_Charge,0,False
43,7_Charge,0,False
43,8_Charge,0,False
44,0_Charge,0,False
44,1_Charge,0,False
44,2_Charge,0,False
44,3_Charge,0,False
44,4_Charge,0,False
44,5_Charge,0,False
44,6_Charge,0,False
44,7_Charge,0,False
44,8_Charge,0,False
45,0_Charge,0,False
45,1_Charge,0,False
45,2_Charge,0,False
45,3_Charge,0,False
45,4_Charge,0,False
45,5_Charge,0,False
45,6_Charge,0,False
45,7_Charge,1,False
45,8_Charge,0,False
46,0_Charge,0,False
46,1_Charge,0,False
46,2_Charge,0,False
46,3_Charge,0,False
46,4_Charge,0,False
46,5_Charge,1,False
46,6_Charge,0,False
46,7_Charge,1,False
46,8_Charge,0,False
47,0_Charge,0,False
47,1_Charge,0,False
47,2_Charge,0,False
47,3_Charge,2,False
47,4_Charge,0,False
47,5_Charge,1,False
47,6_Charge,0,False
47,7_Charge,1,False
47,8_Charge,0,False
48,0_Charge,0,False
48,1_Charge,0,False
48,2_Charge,0,False
48,3_Charge,2,False
48,4_Charge,0,False
48,5_Charge,1,False
48,6_Charge,0,False
48,7_Charge,1,False
48,8_Charge,0,False
49,0_Charge,1,False
49,1_Charge,0,False
49,2_Charge,1,False
49,3_Charge,3,False
49,4_Charge,2,False
49,5_Charge,1,False
49,6_Charge,0,False
49,7_Charge,1,False
49,8_Charge,1,False
50,0_Charge,1,False
50,1_Charge,0,False
50,2_Charge,2,False
50,3_Charge,4,False
50,4_Charge,2,False
50,5_Charge,1,False
50,6_Charge,0,False
50,7_Charge,1,False
50,8_Charge,1,False
51,0_Charge,1,False
51,1_Charge,1,False
51,2_Charge,2,False
51,3_Charge,5,False
51,4_Charge,3,False
51,5_Charge,2,False
51,6_Charge,2,False
51,7_Charge,2,False
51,8_Charge,4,False
52,0_Charge,3,False
52,1_Charge,2,False
52,2_Charge,4,False
52,3_Charge,8,False
52,4_Charge,7,False
52,5_Charge,5,False
52,6_Charge,2,False
52,7_Charge,3,False
52,8_Charge,5,False
53,0_Charge,6,False
53,1_Charge,2,False
53,2_Charge,6,False
53,3_Charge,8,False
53,4_Charge,10,True
53,5_Charge,8,False
53,6_Charge,4,False
53,7_Charge,8,False
53,8_Charge,5,False
54,0_Charge,7,False
54,1_Charge,3,False
54,2_Charge,9,False
54,3_Charge,8,False
54,4_Charge,11,True
54,5_Charge,9,False
54,6_Charge,6,False
54,7_Charge,11,True
54,8_Charge,7,False
55,0_Charge,8,False
55,1_Charge,4,False
55,2_Charge,11,True
55,3_Charge,9,False
55,4_Charge,15,True
55,5_Charge,8,False
55,6_Charge,10,True
55,7_Charge,12,True
55,8_Charge,6,False
56,0_Charge,9,False
56,1_Charge,7,False
56,2_Charge,14,True
56,3_Charge,12,True
56,4_Charge,20,True
56,5_Charge,13,True
56,6_Charge,11,True
56,7_Charge,16,True
56,8_Charge,10,True
57,0_Charge,11,True
57,1_Charge,10,True
57,2_Charge,18,True
57,3_Charge,19,True
57,4_Charge,29,True
57,5_Charge,16,True
57,6_Charge,12,True
57,7_Charge,16,True
57,8_Charge,14,True
58,0_Charge,15,True
58,1_Charge,10,True
58,2_Charge,17,True
58,3_Charge,22,True
58,4_Charge,35,True
58,5_Charge,16,True
58,6_Charge,12,True
58,7_Charge,17,True
58,8_Charge,15,True
59,0_Charge,15,True
59,1_Charge,13,True
59,2_Charge,18,True
59,3_Charge,24,True
59,4_Charge,37,True
59,5_Charge,16,True
59,6_Charge,13,True
59,7_Charge,16,True
59,8_Charge,22,True
60,0_Charge,14,True
60,1_Charge,20,True
60,2_Charge,17,True
60,3_Charge,24,True
60,4_Charge,44,True
60,5_Charge,17,True
60,6_Charge,14,True
60,7_Charge,16,True
60,8_Charge,22,True
61,0_Charge,14,True
61,1_Charge,27,True
61,2_Charge,20,True
61,3_Charge,28,True
61,4_Charge,47,True
61,5_Charge,22,True
61,6_Charge,15,True
61,7_Charge,20,True
61,8_Charge,26,True
62,0_Charge,16,True
62,1_Charge,30,True
62,2_Charge,18,True
62,3_Charge,26,True
62,4_Charge,50,True
62,5_Charge,29,True
62,6_Charge,15,True
62,7_Charge,22,True
62,8_Charge,26,True
63,0_Charge,14,True
63,1_Charge,33,True
63,2_Charge,18,True
63,3_Charge,30,True
63,4_Charge,55,True
63,5_Charge,29,True
63,6_Charge,16,True
63,7_Charge,22,True
63,8_Charge,26,True
64,0_Charge,13,True
64,1_Charge,38,True
64,2_Charge,15,True
64,3_Charge,24,True
64,4_Charge,46,True
64,5_Charge,26,True
64,6_Charge,19,True
64,7_Charge,29,True
64,8_Charge,24,True
65,0_Charge,13,True
65,1_Charge,41,True
65,2_Charge,15,True
65,3_Charge,22,True
65,4_Charge,45,True
65,5_Charge,27,True
65,6_Charge,15,True
65,7_Charge,28,True
65,8_Charge,19,True
66,0_Charge,14,True
66,1_Charge,41,True
66,2_Charge,15,True
66,3_Charge,23,True
66,4_Charge,46,True
66,5_Charge,29,True
66,6_Charge,16,True
66,7_Charge,28,True
66,8_Charge,19,True
67,0_Charge,13,True
67,1_Charge,34,True
67,2_Charge,10,True
67,3_Charge,21,True
67,4_Charge,37,True
67,5_Charge,27,True
67,6_Charge,13,True
67,7_Charge,23,True
67,8_Charge,16,True
68,0_Charge,14,True
68,1_Charge,27,True
68,2_Charge,8,False
68,3_Charge,18,True
68,4_Charge,35,True
68,5_Charge,22,True
68,6_Charge,14,True
68,7_Charge,19,True
68,8_Charge,12,True
69,0_Charge,12,True
69,1_Charge,22,True
69,2_Charge,8,False
69,3_Charge,18,True
69,4_Charge,24,True
69,5_Charge,15,True
69,6_Charge,10,True
69,7_Charge,13,True
69,8_Charge,10,True
70,0_Charge,9,False
70,1_Charge,12,True
70,2_Charge,5,False
70,3_Charge,11,True
70,4_Charge,18,True
70,5_Charge,10,True
70,6_Charge,8,False
70,7_Charge,9,False
70,8_Charge,6,False
71,0_Charge,9,False
71,1_Charge,12,True
71,2_Charge,5,False
71,3_Charge,11,True
71,4_Charge,18,True
71,5_Charge,10,True
71,6_Charge,9,False
71,7_Charge,9,False
71,8_Charge,6,False
72,0_Charge,7,False
72,1_Charge,6,False
72,2_Charge,4,False
72,3_Charge,9,False
72,4_Charge,14,True
72,5_Charge,7,False
72,6_Charge,5,False
72,7_Charge,3,False
72,8_Charge,5,False
73,0_Charge,4,False
73,1_Charge,3,False
73,2_Charge,3,False
73,3_Charge,6,False
73,4_Charge,9,False
73,5_Charge,3,False
73,6_Charge,5,False
73,7_Charge,2,False
73,8_Charge,3,False
74,0_Charge,3,False
74,1_Charge,1,False
74,2_Charge,3,False
74,3_Charge,6,False
74,4_Charge,7,False
74,5_Charge,3,False
74,6_Charge,4,False
74,7_Charge,1,False
74,8_Charge,3,False
75,0_Charge,2,False
75,1_Charge,1,False
75,2_Charge,2,False
75,3_Charge,5,False
75,4_Charge,4,False
75,5_Charge,2,False
75,6_Charge,1,False
75,7_Charge,1,False
75,8_Charge,2,False
76,0_Charge,3,False
76,1_Charge,1,False
76,2_Charge,2,False
76,3_Charge,5,False
76,4_Charge,4,False
76,5_Charge,2,False
76,6_Charge,1,False
76,7_Charge,1,False
76,8_Charge,2,False
77,0_Charge,1,False
77,1_Charge,2,False
77,2_Charge,0,False
77,3_Charge,3,False
77,4_Charge,4,False
77,5_Charge,0,False
77,6_Charge,0,False
77,7_Charge,2,False
77,8_Charge,2,False
78,0_Charge,1,False
78,1_Charge,2,False
78,2_Charge,0,False
78,3_Charge,1,False
78,4_Charge,1,False
78,5_Charge,0,False
78,6_Charge,1,False
78,7_Charge,1,False
78,8_Charge,1,False
79,0_Charge,1,False
79,1_Charge,2,False
79,2_Charge,2,False
79,3_Charge,1,False
79,4_Charge,0,False
79,5_Charge,0,False
79,6_Charge,1,False
79,7_Charge,1,False
79,8_Charge,1,False
80,0_Charge,1,False
80,1_Charge,2,False
80,2_Charge,2,False
80,3_Charge,1,False
80,4_Charge,0,False
80,5_Charge,1,False
80,6_Charge,1,False
80,7_Charge,1,False
80,8_Charge,2,False
81,0_Charge,1,False
81,1_Charge,2,False
81,2_Charge,2,False
81,3_Charge,1,False
81,4_Charge,1,False
81,5_Charge,2,False
81,6_Charge,1,False
81,7_Charge,1,False
81,8_Charge,2,False
82,0_Charge,0,False
82,1_Charge,1,False
82,2_Charge,2,False
82,3_Charge,2,False
82,4_Charge,1,False
82,5_Charge,2,False
82,6_Charge,3,False
82,7_Charge,2,False
82,8_Charge,1,False
83,0_Charge,0,False
83,1_Charge,2,False
83,2_Charge,3,False
83,3_Charge,3,False
83,4_Charge,6,False
83,5_Charge,4,False
83,6_Charge,2,False
83,7_Charge,1,False
83,8_Charge,2,False
84,0_Charge,1,False
84,1_Charge,3,False
84,2_Charge,2,False
84,3_Charge,3,False
84,4_Charge,8,False
84,5_Charge,5,False
84,6_Charge,3,False
84,7_Charge,2,False
84,8_Charge,2,False
85,0_Charge,1,False
85,1_Charge,5,False
85,2_Charge,1,False
85,3_Charge,3,False
85,4_Charge,9,False
85,5_Charge,5,False
85,6_Charge,3,False
85,7_Charge,4,False
85,8_Charge,2,False
86,0_Charge,1,False
86,1_Charge,7,False
86,2_Charge,1,False
86,3_Charge,5,False
86,4_Charge,12,True
86,5_Charge,5,False
86,6_Charge,4,False
86,7_Charge,5,False
86,8_Charge,2,False
87,0_Charge,2,False
87,1_Charge,7,False
87,2_Charge,3,False
87,3_Charge,6,False
87,4_Charge,16,True
87,5_Charge,6,False
87,6_Charge,5,False
87,7_Charge,9,False
87,8_Charge,6,False
88,0_Charge,5,False
88,1_Charge,6,False
88,2_Charge,4,False
88,3_Charge,7,False
88,4_Charge,19,True
88,5_Charge,9,False
88,6_Charge,4,False
88,7_Charge,11,True
88,8_Charge,7,False
89,0_Charge,6,False
89,1_Charge,11,True
89,2_Charge,4,False
89,3_Charge,6,False
89,4_Charge,18,True
89,5_Charge,13,True
89,6_Charge,4,False
89,7_Charge,14,True
89,8_Charge,7,False
90,0_Charge,8,False
90,1_Charge,11,True
90,2_Charge,7,False
90,3_Charge,10,True
90,4_Charge,18,True
90,5_Charge,11,True
90,6_Charge,7,False
90,7_Charge,15,True
90,8_Charge,10,True
91,0_Charge,9,False
91,1_Charge,18,True
91,2_Charge,9,False
91,3_Charge,12,True
91,4_Charge,22,True
91,5_Charge,13,True
91,6_Charge,7,False
91,7_Charge,19,True
91,8_Charge,13,True
92,0_Charge,13,True
92,1_Charge,20,True
92,2_Charge,12,True
92,3_Charge,13,True
92,4_Charge,27,True
92,5_Charge,17,True
92,6_Charge,10,True
92,7_Charge,21,True
92,8_Charge,14,True
93,0_Charge,14,True
93,1_Charge,27,True
93,2_Charge,16,True
93,3_Charge,19,True
93,4_Charge,32,True
93,5_Charge,23,True
93,6_Charge,13,True
93,7_Charge,22,True
93,8_Charge,16,True
94,0_Charge,12,True
94,1_Charge,31,True
94,2_Charge,15,True
94,3_Charge,21,True
94,4_Charge,35,True
94,5_Charge,26,True
94,6_Charge,12,True
94,7_Charge,25,True
94,8_Charge,14,True
95,0_Charge,9,False
95,1_Charge,30,True
95,2_Charge,15,True
95,3_Charge,21,True
95,4_Charge,46,True
95,5_Charge,25,True
95,6_Charge,13,True
95,7_Charge,28,True
95,8_Charge,15,True
96,0_Charge,10,True
96,1_Charge,34,True
96,2_Charge,16,True
96,3_Charge,23,True
96,4_Charge,53,True
96,5_Charge,27,True
96,6_Charge,15,True
96,7_Charge,30,True
96,8_Charge,18,True
97,0_Charge,12,True
97,1_Charge,31,True
97,2_Charge,17,True
97,3_Charge,28,True
97,4_Charge,56,True
97,5_Charge,25,True
97,6_Charge,13,True
97,7_Charge,30,True
97,8_Charge,17,True
98,0_Charge,12,True
98,1_Charge,31,True
98,2_Charge,22,True
98,3_Charge,26,True
98,4_Charge,56,True
98,5_Charge,27,True
98,6_Charge,12,True
98,7_Charge,28,True
98,8_Charge,15,True
99,0_Charge,8,False
99,1_Charge,30,True
99,2_Charge,17,True
99,3_Charge,22,True
99,4_Charge,51,True
99,5_Charge,24,True
99,6_Charge,12,True
99,7_Charge,28,True
99,8_Charge,12,True
100,0_Charge,9,False
100,1_Charge,24,True
100,2_Charge,14,True
100,3_Charge,16,True
100,4_Charge,43,True
100,5_Charge,17,True
100,6_Charge,8,False
100,7_Charge,27,True
100,8_Charge,9,False
