,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23
29,26745.473958084232,26406.53869786024,26130.887412012242,25925.31933191624,25783.95541214823,25694.031182052233,32035.287020787284,38385.30952708235,44795.903921145386,51220.95085977648,51275.91630070447,49769.28521088471,48314.093810736944,46923.10657091715,45602.20253684939,49779.67056487125,53996.74318538909,58212.82455097092,62376.19399737675,66435.11540279858,56923.313584576004,47254.451563809394,37442.73100669083,27526.562408588245
30,26876.16376726451,26535.46188506449,26258.372860039493,26051.731258739514,25909.627482714506,25819.230725164496,32191.360290711862,38572.30208363423,45014.130552581584,51470.48667505402,51525.732570954,50011.785463142136,48549.545373805304,47151.843109743444,45824.58826940658,50022.51542847503,54260.25300259346,58496.9941702869,62680.749478305304,66759.51393549872,57201.38896055265,47485.387551156615,37625.78517866056,27661.1919553395
31,27002.753681576807,26660.364874632804,26381.902970844792,26174.236277868797,26031.42602256079,25940.5780545848,32342.637518738,38753.55271475119,45225.655174072395,51712.35700750162,51767.870706269605,50246.82538351531,48777.74234809299,47373.5157503387,46040.08436339639,50257.81706809313,54515.55672516586,58772.29505672257,62975.785946323274,67073.76766291999,57470.7358404702,47709.0481741564,37803.05061093061,27791.543874700797
32,27143.426796086533,26799.13853844653,26519.130794791534,26310.30986473153,26166.704124876527,26075.34810106653,32510.64187584691,38954.8403678523,45460.564579712685,51980.96892192808,52036.784162508055,50507.862932478,49031.191418492876,47619.73509471277,46279.46558452768,50519.21925138391,54799.201168550135,59078.176221381385,63303.609294727605,67422.94957245883,57770.052772713236,47957.62252637768,38000.08413482211,27936.45294765153
33,27268.125832332607,26922.044386972604,26640.5772840026,26430.666689562604,26286.309967792604,26194.474310852605,32659.117070708246,39132.71079271388,45668.14975648953,52218.34508903521,52274.445001955224,50738.59499070129,49255.26604427738,47837.490970523424,46491.27240529952,50750.599454324925,55050.363671290324,59349.11579496572,63594.047879251135,67732.33619552647,58035.40316269302,48178.10817719953,38174.951455426075,28065.150965642602
34,27410.977252060424,27062.929941644434,26779.86294846243,26568.757758998425,26423.577738536424,26331.21626157243,32829.570287101036,39336.925972919635,45906.47719120025,52490.86835814285,52547.28035629487,51003.45032733868,49512.438841880554,48087.3525254244,46734.22801268623,51015.93493731061,55338.308065498946,59659.66336791333,63926.8937948937,68086.87642486804,58339.36250974516,48430.57835382621,38375.10630253933,28212.38645424642
35,27542.49084959479,27192.490956994803,26907.83488366979,26695.543170769794,26549.545414444798,26456.661670294787,32985.906030199745,39524.202405979675,46125.042238084614,52740.805034014564,52797.52700871459,51246.419169213346,49748.4253418871,48316.72547113585,46957.38996080963,51259.769654172625,55603.04303918555,59945.29290467355,64233.11511838651,68413.0895873745,58619.226281392046,48663.190583559604,38559.6464134272,28348.25449856979
36,27678.220747273816,27326.281555361813,27040.04721196281,26826.577047214814,26679.767117855816,26586.364659357812,33147.56695292702,39717.871275401216,46351.064611234404,52999.263361326615,53056.293203890644,51497.637628355325,49992.389523681006,48553.80165439571,47187.977963761405,51511.65643735334,55876.45454314326,60240.223474390186,64549.264037224086,68749.86098889104,58908.0469876022,48903.16458049145,38749.9587063046,28488.30922095081
37,27809.825608864725,27456.10651210473,27168.423619459707,26953.871861919735,26806.316513474732,26712.437974684726,33304.72923391716,39906.16842442457,46570.81378337701,53250.540230274455,53307.85263649445,51741.83025892132,50229.484691003214,48784.13553218011,47411.917508462,51756.198804493484,56141.80710281492,60526.381036371386,64855.95060131282,69076.52966396927,59188.06955319568,49135.71866761199,38934.29630604837,28623.883442199724
38,27941.377604799793,27585.6527943678,27296.33758130379,27080.56701397579,26932.171678351784,26837.75666102379,33460.89375722574,40093.230510507674,46789.13082341363,53500.19749834359,53557.82831584758,51984.551354749085,50465.25471194659,49013.333300848106,47634.95653548562,51999.94209414115,56406.48833332477,60811.99435906031,65162.185001027865,69402.76886788347,59468.025734420524,49368.46512676562,39118.99013757471,28759.908373271785
39,28074.19264927612,27716.687933996127,27425.924171686114,27209.07201156612,27059.931256856114,26965.040159236116,33619.568766822646,40283.342933859145,47010.99781560567,53753.89473306224,53811.80811422224,52231.088714655605,50704.61897217896,49245.860635112316,47861.013900235674,52246.783808763605,56674.32176791151,61100.81432338944,65471.71549489734,69732.46300017527,59750.6199386455,49603.13703393568,39304.991738785895,28896.69277740611
40,28195.923338507382,27836.78482997138,27544.691429174385,27326.846463730395,27177.021481053387,27081.69338435939,33764.991181288475,40457.576671932555,47214.33399725365,53986.40281995176,54044.575569243774,52457.03602938248,50923.9933755042,49458.970704392945,48068.196468634684,52473.01730490332,56919.79653896598,61365.525605199655,65755.4099439943,70034.63861948793,60009.63015228932,49818.22698082467,39475.474813732006,29022.066983338384
41,28334.4373214718,27973.293099263807,27679.56737804781,27460.503602815796,27309.838632959807,27213.974057727806,33929.85818838375,40655.081738559704,47444.83451459164,54249.98406207961,54308.47522265562,52713.24597507962,51172.817122127635,49700.787074551634,48303.41897295963,52729.98836990684,57198.749842886005,61666.455299353154,66078.00501322834,70378.2827909755,60304.380555951604,50063.15691727964,39669.74137742375,29165.05390143981
42,28473.873242534035,28110.869418246046,27815.630287370048,27595.436489818032,27443.992723902036,27347.630751350025,34096.48046702655,40854.71755992304,47677.81523473555,54516.38874306406,54575.17511940009,52972.12806894895,51424.16281186181,49944.94758641068,48540.777694283555,52989.16317377906,57479.95738462657,61969.6901563421,66402.97882704559,70724.42418284109,60601.060342386336,50309.51590680355,39864.99806819681,29308.636914682025
43,28606.611950117185,28241.695392261186,27944.899611449193,27723.54350522519,27571.298691933192,27474.425110709188,34254.51201102948,41044.03561648978,47898.76062724209,54769.04279248641,54828.13281931838,53217.712168754304,51662.66275025825,50176.72462469416,48766.226173718074,53235.44888786548,57747.303178836846,62258.09045312421,66712.13702916758,71053.75258641496,60883.519363154526,50544.221804958084,40051.147013273636,29445.64120279319
44,28743.48789140063,28376.80471156863,28078.571191579627,27856.141564151632,27703.15689460263,27605.810785924637,34418.31794608305,41240.307371196424,48127.81298985886,55030.95087197025,55090.32135377428,53472.19805196169,51909.713311020074,50416.67352795745,48999.43763745588,53490.04740246531,58023.494566852736,62555.86956306718,67031.22992053861,71393.61644937309,61174.74026985047,50785.98352348586,40242.707116885234,29586.45688164763
45,28907.663990289395,28538.749287961396,28238.699676380395,28014.914022168403,27860.994797347394,27763.05181188539,34614.330922471985,41475.149847253604,48401.88259285616,55344.342476379796,55404.06721709578,53776.75923973214,52205.42750172748,50703.9621931138,49278.76084186917,53795.07785497875,58354.49225385032,62912.82797740488,67413.8030321124,71801.11860364697,61524.06862500206,51076.10704973918,40472.6880120323,29755.60949115239
46,29038.77978317849,28668.138307490488,28366.68338693948,28141.848426287488,27987.20603369649,27888.801179294504,34771.101085375856,41662.98533780223,48621.09109881958,55594.99741252798,55654.996282163964,54020.32644263664,52441.8941412983,50933.65440802092,49502.03463464259,54038.85537576103,58618.97468258145,63198.01027879488,67719.41744477132,72126.63456156472,61803.04110662764,51307.738234412594,40656.25221947353,29890.576155351493
47,29187.329012020138,28814.548993940138,28511.353652280137,28285.219165960152,28129.681157900144,28030.70429658014,34947.96410534017,41874.8634118002,48868.36528632021,55877.75863490027,55938.09700266028,54295.17431985028,52708.81278378028,51193.047725970224,49754.34352350022,54314.48244749227,58918.16909080427,63520.76578749629,68065.40244176832,72495.19196126032,62119.143440220294,51570.39743170022,40864.569553340196,30043.894540200145
48,29327.30324602648,28952.610494378492,28647.858502782496,28420.56170779049,28264.22265235448,28164.73418236248,35115.0400573721,42075.03475800173,49101.97285006734,56144.88373716897,56205.52575542498,54554.7772521006,52960.87933422014,51437.93915589573,49992.454174175335,54574.515661782694,59200.34771418208,63825.084242409466,68391.56413098484,72842.60918089219,62416.97795463778,51817.76550109533,41060.66734724892,30188.134354734488
49,29475.233334992896,29098.375475208904,28791.86144236591,28563.248978529897,28406.00318196689,28305.9355993809,35291.01954359687,42285.84814989783,49348.005940761825,56426.22857748879,56487.214311236785,54828.264474331794,53226.492851403775,51696.08789574879,50243.58450910078,54848.88417566319,59498.20665571158,64146.42729810894,68736.05556926534,73209.58375360274,62731.77002248379,52079.37471971079,41268.18382520585,30340.8928438819
50,29624.670632718255,29245.740644902246,28937.540241295254,28707.668609731252,28549.55501184424,28448.933186530237,35469.26667190454,42499.39825794385,49597.22825387019,56711.211193383504,56772.525881835485,55105.23566369294,53495.43721812335,51957.39680623077,50497.68516638118,55126.404058492975,59799.38718001875,64471.262421545536,69084.2239781633,73580.4487687501,63049.74598623364,52343.50424727116,41477.59610024069,30494.95118717924
