Step,AgentID,EV_sat,Pop,EVs,total_daily_use,pop_daily_use,ev_daily_use
9,55,0.029135882697212533,2170.3142188253664,63,1804.5303602753568,1741.6771606073567,62.853199668
9,56,0.0,4289.4411534436,0,3442.2765256384896,3442.2765256384896,0.0
9,57,0.0,3353.6503624287498,0,2691.304415849072,2691.304415849072,0.0
9,58,0.0,4932.986331966443,0,3958.7215314030705,3958.7215314030705,0.0
9,59,0.0,68.88056230001426,0,55.27665124576145,55.27665124576145,0.0
9,60,0.012064002596559648,13704.755726275716,165,11162.681993276261,10998.066470336262,164.61552294
10,0,0.01304797282952018,13466.656839835683,176,10982.582005104137,10806.992113968136,175.589891136
10,1,0.03618972557494941,22115.92991200117,800,18546.169623180944,17748.033754380944,798.1358688
10,2,0.012052892429603597,19210.278062070425,232,15647.707546763517,15416.248144811518,231.459401952
10,3,0.020102261591140654,34022.32785443142,684,27985.32427100522,27302.91810318122,682.406167824
10,4,0.022101452187651537,16791.633277173125,371,13845.421214087433,13475.285704931435,370.135509156
10,5,0.007036088793271035,16357.870254650335,115,13241.922910496898,13127.190879356896,114.73203113999999
10,6,0.010058638335750747,12417.737646198613,125,10089.943190574386,9965.23446107439,124.70872949999999
10,7,0.020115519656568787,20849.7330994452,419,17149.934473588775,16731.910812304774,418.023661284
10,8,0.00704055836614673,16199.658945299183,114,13113.960664906597,13000.226303602594,113.734361304
10,9,0.015076004205717553,19829.264169631555,299,16211.287777093325,15912.984496129326,298.303280964
10,10,0.01408214351162153,15266.12039203487,215,12465.560629347985,12251.061614607985,214.49901474
10,11,0.03216668989613194,24841.423873068234,799,20732.380857101256,19935.242658137257,797.138198964
10,12,0.03211093110792916,33548.121358866425,1077,27996.85780386231,26922.367390490308,1074.490413372
10,13,0.03719057978519961,13086.116857049734,487,10987.473987914414,10501.608777782412,485.865210132
10,14,0.012049343717783621,21261.090868237356,256,17317.42889977648,17062.02542176048,255.403478016
10,15,0.01908730343420833,18841.234794189175,360,15479.252063296815,15120.090922336816,359.16114096
10,16,0.00904792733843752,18865.66871673971,171,15310.300687139621,15139.699145183618,170.601541956
10,17,0.032148879263074435,15534.152376783308,499,12963.994530532605,12466.157282368606,497.837248164
10,18,0.008045414041451534,14809.335302040545,119,12003.214290371538,11884.491579887537,118.72271048399999
10,19,0.02916901581284439,28667.68334510327,836,23839.867867341374,23005.815884445376,834.051982896
10,20,0.014057266957296664,35064.74132843077,493,28631.306145213694,28139.4549160657,491.851229148
10,21,0.011057709054898193,9469.014592302532,105,7703.639543102783,7598.884210322783,104.75533278
10,22,0.03017800637077165,58806.79271914993,1775,48963.315116017824,47192.45115711782,1770.8639589000002
10,23,0.020085924250208737,35201.021344635345,707,28954.172203121863,28248.819629069865,705.352574052
10,24,0.0030114929989299966,14369.277393467251,43,11574.244911205471,11531.34510825747,42.899802947999994
10,25,0.02809002976225792,23113.20020999406,649,19195.830892084232,18548.343168520234,647.487723564
10,26,0.017078512573046708,48749.07792375327,833,39952.19400720001,39121.135033812,831.0589733879999
10,27,0.012046602833389678,22958.93658499932,277,18700.901154033956,18424.54660946196,276.354544572
10,28,0.009047064586376843,33121.38808200812,300,26879.214886611517,26579.913935811517,299.3009508
10,29,0.017088907483657954,21638.725261968568,370,17734.21486204978,17365.07702272978,369.13783932
10,30,0.01705985834481693,20650.87076345953,352,16923.503569948276,16572.323787676272,351.179782272
10,31,0.017095736946171378,25149.665989759993,430,20611.6049862624,20182.606956782398,428.99802948
10,32,0.02513376941582027,43682.261844309134,1098,36150.45660998608,35055.01513005808,1095.441479928
10,33,0.020094929287109275,35532.570683211845,714,29227.224236181508,28514.887973277506,712.336262904
10,34,0.02007504881052207,22239.696065974065,446,18292.316839800187,17847.35609294419,444.96074685599996
10,35,0.03117031605006359,45554.31081625356,1420,37974.02559716348,36557.334430043484,1416.69116712
10,36,0.02308322850981182,25635.974798682266,592,21163.490318854518,20572.86977594252,590.6205429120001
10,37,0.02211156868727332,8478.28366291851,187,6990.386898824105,6803.822639492104,186.564259332
10,38,0.02512014576078121,13159.992749943118,331,10891.122897545354,10560.894181829353,330.22871571599995
10,39,0.02210106490333939,16882.916459471642,373,13920.671307553994,13548.540458725995,372.130848828
10,40,0.02313619250766453,38093.5925403801,881,31449.055139171036,30570.108013655034,878.947125516
10,41,0.013061545460250547,12579.872121278453,164,10258.965230429958,10095.34737732596,163.617853104
10,42,0.028142782020279183,7555.508441711599,213,6275.799199541558,6063.295524473559,212.503675068
10,43,0.0,1.0621883792989675,0,0.8524061743874214,0.8524061743874214,0.0
10,44,0.016069208043388777,12127.541592387028,195,9926.89774591059,9732.35212789059,194.54561802
10,45,0.02109576481471721,6300.795558282014,133,5189.078523709317,5056.388435521317,132.690088188
10,46,0.03519976100621952,7067.178689007706,249,5919.830687092685,5671.410897928685,248.41978916399998
10,47,0.0,1294.126570240598,0,1038.5365726180798,1038.5365726180798,0.0
10,48,0.006027522830818619,7107.6008033122125,43,5746.749447606052,5703.849644658051,42.899802947999994
10,49,0.013075840972903173,16779.44060153266,219,13683.99077681396,13465.501082729961,218.489694084
10,50,0.024138604419165804,9824.092594184427,237,8120.282057965002,7883.834306833003,236.44775113199998
10,51,0.01103615811113973,32478.798337317057,358,26421.401466984942,26064.235665696942,357.165801288
10,52,0.013083234940143528,20091.53976801794,263,16385.847830702398,16123.460663834398,262.387166868
10,53,0.0,166.71615080985407,0,133.78971102490792,133.78971102490792,0.0
10,54,0.028156134992077694,7671.789111191683,216,6372.107446307326,6156.6107617313255,215.496684576
10,55,0.02915057673128468,2175.3185843061806,63,1808.54636357371,1745.69316390571,62.853199668
10,56,0.0,4320.767932801697,0,3467.4162660733614,3467.4162660733614,0.0
10,57,0.0,3344.4835043945477,0,2683.9480122766245,2683.9480122766245,0.0
10,58,0.0,4944.175374117565,0,3967.700737729346,3967.700737729346,0.0
10,59,0.0,69.3865165286854,0,55.68267951427004,55.68267951427004,0.0
10,60,0.01207048484092245,13742.607353397472,166,11194.055593877472,11028.442401101473,165.613192776
11,0,0.013054573992735309,13545.641600009001,177,11046.964944979223,10870.377384007224,176.587560972
11,1,0.03620779792665726,22191.299720081966,803,18609.64690367378,17808.51802536578,801.128878308
11,2,0.012062264406758026,19253.532983407433,232,15682.419621136467,15450.960219184466,231.459401952
11,3,0.0201097217650869,34228.29934767047,688,28154.607073673556,27468.21022650556,686.3968471679999
11,4,0.022112907827199112,16857.462799505905,373,13900.244745431492,13528.11389660349,372.130848828
11,5,0.007041261698812602,16447.17369150014,116,13314.586588404862,13198.856887428863,115.729700976
11,6,0.010063821954931393,12488.103362663489,126,10147.40934787345,10021.702948537451,125.706399336
11,7,0.020128129335523902,21051.166547137458,424,17316.57316454181,16893.56115407781,423.012010464
11,8,0.007044436425283275,16280.420517801711,115,13179.769496675874,13065.037465535876,114.73203113999999
11,9,0.015089134873793387,19911.127998804,300,16277.98116984021,15978.68021904021,299.3009508
11,10,0.014095480101997918,15290.653584151947,216,12486.24618585794,12270.749501281938,215.496684576
11,11,0.03218562839776291,24973.933891241188,804,20843.708495865052,20041.581947721053,802.126548144
11,12,0.03213238187533373,33716.52292109755,1083,28137.98607656879,27057.50964418079,1080.476432388
11,13,0.03721314410756216,13110.861417111133,488,11008.329167199685,10521.466287231684,486.86287996799996
11,14,0.012057461064988666,21459.058376440524,259,17479.29083461752,17220.894347093523,258.396487524
11,15,0.019099342267191243,18979.881095143443,363,15593.508729320612,15231.354578852615,362.154150468
11,16,0.009054276075302488,18998.2686205032,172,15417.709779745817,15246.11056795382,171.59921179199998
11,17,0.03215929059305139,15636.401202512017,503,13050.039892523893,12548.211965015895,501.827927508
11,18,0.00804777152967878,14876.793012354183,120,12058.346772734232,11938.626392414233,119.72038031999999
11,19,0.029185361400874778,28869.147175292273,843,24008.52627992005,23167.49060817205,841.035671748
11,20,0.014067122762987027,35186.426430420994,495,28730.95377923285,28237.10721041285,493.84656882
11,21,0.011064508652977314,9537.226937389207,106,7759.377619870839,7653.624617254838,105.753002616
11,22,0.030202747921953085,59320.78226318281,1792,49392.752112316215,47604.92776620421,1787.824346112
11,23,0.02009975115446122,35374.65277536802,711,29097.50210562884,28388.15885223284,709.3432533959999
11,24,0.0030118469051440442,14396.529862128345,43,11596.115017305998,11553.215214357997,42.899802947999994
11,25,0.028105753315744823,23253.371427923263,654,19313.306643652417,18660.83057090842,652.4760727439999
11,26,0.017093050984096858,49001.13617171761,838,40159.45910037139,39323.41177780339,836.047322568
11,27,0.012054799773330113,23177.961736785597,279,18878.66417801444,18600.314293770443,278.349884244
11,28,0.009051759944161542,33332.91799856514,302,27050.96298432053,26749.666693848525,301.296290472
11,29,0.017103573921043353,21729.195551908,372,17808.81260939817,17437.679430406173,371.13317899199996
11,30,0.017065850306277667,20846.57322813254,356,17084.545477192365,16729.375015576366,355.170461616
11,31,0.017102728455403456,25280.015417741804,432,20718.2057418898,20287.2123727378,430.993369152
11,32,0.025147547919721853,43797.30433683201,1101,36245.77121974369,35147.33673030769,1098.4344894360001
11,33,0.020108549448897024,35709.742453882274,718,29373.395261488527,28657.068319240527,716.326942248
11,34,0.020082322834129734,22390.63474839293,450,18417.43581178533,17968.48438558533,448.95142619999996
11,35,0.031176768716941593,45636.04312129348,1423,38042.60878146602,36622.92460483802,1419.684176628
11,36,0.023099931212996288,25808.835387148283,596,21306.201620442498,20711.590398186498,594.611222256
11,37,0.022134954820754588,8534.057567065976,189,7037.140796574447,6848.581197570446,188.55959900399998
11,38,0.02512923328109663,13315.692376477076,335,11020.062527182854,10685.843132122855,334.21939506
11,39,0.022105870687885127,16976.308352529497,375,13997.613641404923,13623.487452904923,374.1261885
11,40,0.023143526215021568,38192.25800013586,884,31531.227180133028,30649.287045109028,881.9401350239999
11,41,0.013070072130718237,12649.357661104079,165,10315.725045976022,10151.109523036026,164.61552294
11,42,0.028151711434184514,7583.305210086078,213,6298.106106162078,6085.602431094078,212.503675068
11,43,0.0,1.0629480835166971,0,0.8530158370221496,0.8530158370221496,0.0
11,44,0.016081193082967314,12201.923720175704,196,9987.587073297003,9792.043785441005,195.543287856
11,45,0.021102327584567634,6352.46442754985,134,5231.540461132756,5097.852703108755,133.687758024
11,46,0.03521402508331786,7139.657927435845,251,5979.990615603266,5729.575486767266,250.415128836
11,47,0.0,1297.7034077187343,0,1041.4069846942843,1041.4069846942843,0.0
11,48,0.006030979038635818,7129.1029778426155,43,5764.004942666699,5721.105139718698,42.899802947999994
11,49,0.01307906019152536,16807.91528912412,220,13707.839383442108,13488.35201952211,219.48736392
11,50,0.024157855523159504,9889.095887611556,239,8174.442540612274,7935.999449808275,238.44309080399998
11,51,0.011041781426204612,32696.457728095742,361,26599.066137592832,26238.907326796838,360.158810796
11,52,0.013091379741701676,20155.376292899142,264,16438.07431175556,16174.689475051562,263.384836704
11,53,0.0,167.4332641312229,0,134.3651944653064,134.3651944653064,0.0
11,54,0.028166359492477644,7697.468603757163,217,6393.712908927123,6177.218554515123,216.494354412
11,55,0.029166795287080372,2190.0415371985805,64,1821.3592031058608,1757.5083336018608,63.850869504
11,56,0.0,4353.48714811145,0,3493.6734363594387,3493.6734363594387,0.0
11,57,0.0,3367.931010339339,0,2702.76463579732,2702.76463579732,0.0
11,58,0.0,4964.029724935068,0,3983.633854260392,3983.633854260392,0.0
11,59,0.0,70.00068891971735,0,56.175552858073175,56.175552858073175,0.0
11,60,0.012074224237480188,13821.579219600399,167,11258.428186341322,11091.817323729321,166.610862612
12,0,0.013061769388997682,13638.743880784525,178,11122.677195137583,10945.091964329582,177.585230808
12,1,0.03623704519758955,22293.5496049838,808,18696.6907854875,17890.5735579995,806.117227488
12,2,0.012062205611668929,19308.059433844388,233,15727.174767448121,15494.717695660123,232.45707178799998
12,3,0.02011840198817421,34495.36799321696,694,28374.91568074061,27682.532814556616,692.382866184
12,4,0.022125157308235034,16975.4472971213,376,13997.920314275845,13622.796455939842,375.12385833599996
12,5,0.007046315026200903,16543.219928420014,117,13392.661363369063,13275.933992557062,116.727370812
12,6,0.010064589589044978,12536.622163379283,126,10186.345685447877,10060.639286111875,125.706399336
12,7,0.0201397213758814,21175.088873891676,426,17418.01617143407,16993.008821298074,425.007350136
12,8,0.007045202728396554,16358.275732996892,115,13242.248306870008,13127.516275730008,114.73203113999999
12,9,0.015093414364668548,20036.224579670892,302,16380.366515657892,16079.07022518589,301.296290472
12,10,0.014104747551693251,15345.883205476963,216,12530.567956971265,12315.071272395264,215.496684576
12,11,0.0322146390221189,25275.664295510087,814,21095.823843650847,20283.720597146847,812.103246504
12,12,0.032144896522393974,33971.55848679881,1092,28351.631146568045,27262.17568565605,1089.455460912
12,13,0.03724587360590572,13196.859019906615,492,11081.332922787058,10590.479363475059,490.85355931199996
12,14,0.012065712609324923,21592.78483807136,261,17588.601659748263,17328.209832552267,260.391827196
12,15,0.019104315603113844,19073.8808308959,364,15669.941187097964,15306.789366793962,363.151820304
12,16,0.009060707547528154,19061.43683497906,173,15469.399941698695,15296.803060070695,172.596881628
12,17,0.03217615504274766,15673.619155786282,504,13080.904969862491,12578.079372518492,502.825597344
12,18,0.008048623138897695,14953.482752663007,120,12119.890289332065,12000.169909012064,119.72038031999999
12,19,0.029198426606443215,29108.687871589114,850,24207.74137755027,23359.722016950265,848.0193606
12,20,0.01406599275005296,35425.41186129753,498,28925.73259701927,28428.89301869127,496.83957832799996
12,21,0.0110656634807299,9586.747710855301,106,7799.11804057738,7693.36503796138,105.753002616
12,22,0.030215962215758375,59682.56186026087,1803,49694.054607167345,47895.25589285934,1798.798714308
12,23,0.020108815004024092,35555.69400867266,715,29246.778374699814,28533.44444195981,713.33393274
12,24,0.0030124181706432137,14434.278451806415,43,11626.408260522649,11583.50845757465,42.899802947999994
12,25,0.02811876759028777,23269.01222065721,654,19325.858379821413,18673.38230707741,652.4760727439999
12,26,0.017109304429919422,49269.90463342456,843,40380.134140071204,39539.09846832321,841.035671748
12,27,0.012062290993412042,23165.27776070581,279,18868.48528721041,18590.135402966414,278.349884244
12,28,0.00905390268814348,33462.85152202518,303,27156.23230673321,26853.938346425213,302.29396030799995
12,29,0.017116710864116508,21831.216042645585,374,17892.679392887083,17519.55087422308,373.128518664
12,30,0.017074527586238716,20859.024379466377,356,17094.537526137767,16739.367064521768,355.170461616
12,31,0.017109278901170397,25377.90602074332,434,20798.75829047052,20365.769581646517,432.988708824
12,32,0.025169745606403508,44101.24178403529,1110,36498.66004964832,35391.24653168832,1107.41351796
12,33,0.020117459278328875,35842.413649004484,721,29482.8569050821,28763.5369533261,719.3199517559999
12,34,0.020097408519480622,22490.531205077063,452,18499.598057946343,18048.651292074344,450.946765872
12,35,0.031199208833687965,45792.950966085504,1429,38174.51334592762,36748.843150283625,1425.670195644
12,36,0.023110410170188726,25985.676537149193,601,21453.10499249823,20853.505421062233,599.599571436
12,37,0.022157476626158995,8567.880030785076,190,7065.280993545024,6875.723724705024,189.55726883999998
12,38,0.025147257789813336,13475.218673685444,339,11152.073060036568,10813.86298563257,338.210074404
12,39,0.022121127250634684,17105.29729134586,378,14104.120274313054,13727.001076305056,377.11919800799996
12,40,0.023149115830407754,38290.09740077477,886,31611.738638817755,30727.803164121753,883.935474696
12,41,0.01306813033743305,12762.775841694705,167,10408.738475572001,10242.127612960003,166.610862612
12,42,0.028154932900350232,7611.8363707179,214,6322.000032405116,6108.4986875011155,213.501344904
12,43,0.0,1.0679229568382087,0,0.8570081728626625,0.8570081728626625,0.0
12,44,0.016087952626676578,12236.854901242821,197,10016.617015939364,9820.076058247363,196.540957692
12,45,0.021112864902637564,6383.8956049211865,135,5257.761650809252,5123.076222949253,134.68542786
12,46,0.03523234281728518,7186.635799189848,253,6019.685697357853,5767.275228849853,252.410468508
12,47,0.0,1309.1304162832403,0,1050.5771590673005,1050.5771590673005,0.0
12,48,0.006033383040636371,7172.189887021018,43,5798.582187282367,5755.682384334367,42.899802947999994
12,49,0.013083678859769772,16897.082619116944,221,13780.39383559735,13559.90880184135,220.48503375599998
12,50,0.024162743574295535,9933.392265523338,240,8210.98805372248,7971.54729308248,239.44076063999998
12,51,0.011046557570386027,32850.170909319924,363,26724.416305197243,26362.262154729244,362.154150468
12,52,0.013097638876388824,20319.334063968017,266,16571.645762710337,16306.265586334335,265.380176376
12,53,0.0,168.57476475683814,0,135.28124871736262,135.28124871736262,0.0
12,54,0.028180209917703234,7718.5678310430585,218,6411.642708660055,6194.150684412054,217.492024248
12,55,0.02919097419792183,2201.36874668125,64,1830.4492887157032,1766.5984192117032,63.850869504
12,56,0.0,4374.9375100449615,0,3510.8873518110818,3510.8873518110818,0.0
12,57,0.0,3376.941721003824,0,2709.995731105569,2709.995731105569,0.0
12,58,0.0,4984.853483325062,0,4000.3449203683626,4000.3449203683626,0.0
12,59,0.0,70.56350615677461,0,56.62721369081163,56.62721369081163,0.0
12,60,0.012081539526235386,13871.990890483043,168,11299.881222060641,11132.272689612642,167.608532448
13,0,0.013071899933456546,13712.082262256374,179,11182.52891610474,11003.94601546074,178.582900644
13,1,0.03626520028203794,22455.295970508592,814,18832.478262837147,18020.375016333146,812.103246504
13,2,0.012069944527757752,19387.710924470415,234,15792.09275851151,15558.638016887511,233.454741624
13,3,0.020119434218929623,34671.997546697414,698,28520.651576752676,27824.27803122468,696.3735455279999
13,4,0.02213339942204322,17134.206735976397,379,14128.31777346506,13750.20090562106,378.116867844
13,5,0.00704846518017677,16666.546031655995,117,13491.630561215938,13374.903190403937,116.727370812
13,6,0.010068426029263626,12582.31559091072,127,10224.012330877855,10097.308261705854,126.704069172
13,7,0.020152065826957832,21255.363032926223,428,17484.431523731295,17057.4288339233,427.002689808
13,8,0.007047791337024881,16390.472972832893,116,13269.084261674398,13153.354560698397,115.729700976
13,9,0.015095798952371686,20045.384825523677,303,16388.715282790752,16086.421322482753,302.29396030799995
13,10,0.014115865385182046,15481.395118447686,219,12642.30927663827,12423.819582554268,218.489694084
13,11,0.03222147871046711,25427.34205591176,819,21222.53359555319,20405.441999869185,817.091595684
13,12,0.03215029869884496,34072.625424759484,1095,28435.730373789487,27343.28190336949,1092.44847042
13,13,0.037278211321990135,13233.855998645085,493,11112.020668060683,10620.169438912682,491.851229148
13,14,0.012069827816954766,21713.290388057347,262,17686.30503344802,17424.915536416025,261.389497032
13,15,0.019118260733769703,19159.60656705724,366,15740.731430039434,15375.584270063435,365.147159976
13,16,0.009066935557013213,19130.60579678257,173,15524.908033546013,15352.311151918013,172.596881628
13,17,0.03218572257860003,15702.388873132517,505,13104.990337868845,12601.167070688845,503.82326718
13,18,0.008055055554690728,15044.658355628642,121,12194.056380547989,12073.338330391987,120.718050156
13,19,0.029214848964254345,29318.380654484852,857,24383.003524676093,23528.000475224093,855.003049452
13,20,0.014070820671175242,35483.859769712355,499,28973.63471335817,28475.79746519417,497.837248164
13,21,0.011076255457342105,9602.194581069318,106,7811.514153924129,7705.761151308128,105.753002616
13,22,0.030236048362743902,60006.64585156281,1814,49965.106378383156,48155.33329587916,1809.7730825039998
13,23,0.02011781660312835,35672.43394947072,718,29343.455186698255,28627.128244450254,716.326942248
13,24,0.003014966951463132,14568.1539452245,44,11734.841013826663,11690.943541042663,43.897472784
13,25,0.02813622761208394,23568.98071715546,663,19575.56212678526,18914.10702551726,661.4551012679999
13,26,0.017114517142460324,49216.688232053835,842,40336.430308135205,39496.392306223206,840.0380019119999
13,27,0.012066744766831543,23358.289411494145,282,19026.370146476056,18745.027252724052,281.342893752
13,28,0.009056499263036515,33731.880540259546,305,27374.12343353829,27069.834133558288,304.28929997999995
13,29,0.017125951189706758,22036.39987328664,377,18060.33242648453,17684.21089831253,376.121528172
13,30,0.01708557111614085,20967.02647174507,358,17183.20454486342,16826.03874357542,357.165801288
13,31,0.017110166145072284,25517.947762798816,437,20914.13479797805,20478.15307964605,435.981718332
13,32,0.025172856060948656,44231.16648393446,1113,36605.91763082541,35495.51110335741,1110.406527468
13,33,0.020130341596024864,36072.674536427854,726,29672.629616419355,28948.321315483354,724.308300936
13,34,0.02011116086369659,22574.265386032774,454,18568.7900778353,18115.847972291303,452.94210554399996
13,35,0.031214800199020818,46089.23357561465,1439,38422.25683843476,36986.60994443076,1435.646894004
13,36,0.02311990916330381,26185.048502984868,605,21617.091674425355,21013.50142364536,603.5902507799999
13,37,0.022179872384367322,8606.814924852593,191,7097.523915870206,6906.968977194207,190.55493867599998
13,38,0.025165482457112046,13539.493585268361,341,11205.649016253861,10865.44360217786,340.205414076
13,39,0.022133739666718815,17212.641117118295,381,14193.256704003434,13813.144496487432,380.112207516
13,40,0.02315956182589133,38545.795170282974,893,31823.91978770009,30933.000624152093,890.9191635480001
13,41,0.01307502328191123,12851.920927176272,168,10481.27507650696,10313.666544058959,167.608532448
13,42,0.028171996118974803,7598.721131962394,214,6311.475053303821,6097.973708399822,213.501344904
13,43,0.0,1.073843673525363,0,0.8617595480041038,0.8617595480041038,0.0
13,44,0.01609459688425616,12265.632828932152,197,10039.711302910055,9843.170345218052,196.540957692
13,45,0.021121657553906468,6410.409375288434,135,5279.038951528969,5144.353523668968,134.68542786
13,46,0.03524960968976455,7211.083237655506,254,6040.302436562544,5786.8942982185445,253.408138344
13,47,0.0,1309.9895343712467,0,1051.2666013329253,1051.2666013329253,0.0
13,48,0.006036974117695882,7220.359424034308,44,5838.235910571533,5794.338437787533,43.897472784
13,49,0.01309424758335737,16990.27336961075,222,13856.17708270463,13634.694379112627,221.482703592
13,50,0.02416791150454581,10023.00468531424,242,8284.897360276678,8043.461259964678,241.436100312
13,51,0.011054557145506886,33039.53084442134,365,26878.372992788125,26514.22350264812,364.14949014000007
13,52,0.013102107294396606,20391.674824993086,267,16630.696893268956,16364.319047056953,266.377846212
13,53,0.0,169.8848757627865,0,136.3326127996362,136.3326127996362,0.0
13,54,0.0281825185479386,7774.104430014098,219,6457.208499170314,6238.718805086315,218.489694084
13,55,0.029202315906341175,2207.654994064584,64,1835.494002240829,1771.6431327368289,63.850869504
13,56,0.0,4403.3236521303725,0,3533.667230834624,3533.667230834624,0.0
13,57,0.0,3396.38281023029,0,2725.597205209808,2725.597205209808,0.0
13,58,0.0,4995.7108168392815,0,4009.057930513524,4009.057930513524,0.0
13,59,0.0,71.03053899413484,0,57.00200754279322,57.00200754279322,0.0
13,60,0.012087244706393363,13947.005366511356,169,11361.078008909364,11192.471806625364,168.606202284
14,0,0.013073749403697262,13766.88405393342,180,11227.50502376157,11047.92445328157,179.58057048
14,1,0.03627373475237196,22499.60559108864,816,18870.03207302464,18055.933486848633,814.098586176
14,2,0.012072316207602095,19454.143143724028,235,15846.402284298532,15611.949872838533,234.45241146
14,3,0.020132889874996288,34909.787477160935,703,28716.46634512965,28015.10445042165,701.3618947079999
14,4,0.022143607209984307,17204.99873887805,381,14187.123695465634,13807.011487949636,380.112207516
14,5,0.00705080429398251,16771.253775562804,118,13576.65619553715,13458.93115488915,117.72504064799999
14,6,0.01007470567066221,12690.43751525609,128,10311.777845001012,10184.076105993012,127.701739008
14,7,0.02015565399884187,21380.4004061886,431,17587.767025282352,17157.77132596635,429.995699316
14,8,0.007049474405790832,16463.639137491922,116,13327.800108813268,13212.07040783727,115.729700976
14,9,0.015100728705545765,20192.954146024244,305,16509.135002164458,16204.845702184455,304.28929997999995
14,10,0.014125042659601763,15531.254369161552,219,12682.321325336146,12463.831631252147,218.489694084
14,11,0.032241054003831295,25467.665341544518,821,21256.888371945475,20437.801436589478,819.0869353559999
14,12,0.03216170856465664,34146.02043033241,1098,28497.622875269764,27402.181395341766,1095.441479928
14,13,0.03730196485145019,13313.394787240128,497,11179.841225252203,10683.999316760202,495.841908492
14,14,0.012072761188593231,21834.496625151114,264,17785.568378387772,17522.183541683768,263.384836704
14,15,0.0191298129285247,19217.212210723148,368,15788.955298753328,15421.812799105326,367.14249964799995
14,16,0.009072929616817077,19243.775928535393,175,15617.722403949652,15443.130182649655,174.5922213
14,17,0.03219565442318911,15797.031904997742,509,13184.93205028469,12677.11810376069,507.813946524
14,18,0.008058828864965343,15129.87555024909,122,12263.440849066894,12141.725129074895,121.71571999199999
14,19,0.02923517008303805,29517.326753803947,863,24548.64378839567,23687.65471992767,860.989068468
14,20,0.014070769549013559,35643.48545771422,502,29104.727337487664,28603.89707981566,500.830257672
14,21,0.011081973814687467,9664.56266992497,107,7862.562215066789,7755.811542614789,106.750672452
14,22,0.030237584838386143,60208.25038436856,1821,50133.87770481178,48317.12093345578,1816.756771356
14,23,0.0201263245686004,35814.52723992306,721,29460.478061794256,28741.15811003826,719.3199517559999
14,24,0.003016597736047083,14619.640184750695,44,11776.158721046433,11732.261248262434,43.897472784
14,25,0.028155590939498862,23682.488827258247,667,19670.643064486747,19005.197283874746,665.445780612
14,26,0.017128912339680943,49536.91462543885,849,40600.39567767868,39753.37398691468,847.021690764
14,27,0.012076538886192452,23416.437358236555,283,19074.031543572837,18791.690979984836,282.340563588
14,28,0.009062142041824178,33781.05194564082,306,27414.58115619276,27109.294186376763,305.286969816
14,29,0.017134670153088224,22096.208415015142,379,18110.324120893652,17732.207253049655,378.116867844
14,30,0.017094399344870746,21133.209660852757,361,17319.559563630337,16959.40075283434,360.158810796
14,31,0.017124651273591956,25657.21702128116,439,21027.893717582134,20589.91665957813,437.977058004
14,32,0.025197246218926786,44269.62308981645,1115,36638.7743967177,35526.372529577704,1112.40186714
14,33,0.020141902089687136,36292.628018491145,731,29854.130634955145,29124.833984839144,729.2966501159999
14,34,0.02011480994304916,22626.416187451618,455,18611.638765809923,18157.698990429926,453.93977538
14,35,0.031229784224861633,46243.86758517309,1444,38551.33898028541,37110.70373710141,1440.635243184
14,36,0.02313678195739157,26328.969298767468,609,21736.578792384895,21128.997862260894,607.5809301239999
14,37,0.022188895633247985,8660.351581753217,192,7141.484752868957,6949.932144356958,191.55260851199998
14,38,0.02516969381447704,13652.479936318832,344,11299.313572479863,10956.115148895862,343.19842358399995
14,39,0.022143373248617666,17259.54159172782,382,14231.892004713576,13850.782127361575,381.10987735199996
14,40,0.02316943272602424,38668.13871164449,896,31925.093489150706,31031.181316094706,893.912173056
14,41,0.013081599212735271,12916.5905376623,169,10534.170108757997,10365.563906473995,168.606202284
14,42,0.028181795479003874,7642.477553118095,215,6347.587251117272,6133.088236377272,214.49901474
14,43,0.0,1.0813711246245754,0,0.8678003275112218,0.8678003275112218,0.0
14,44,0.016098655822543464,12319.275933975823,198,10083.757564543597,9886.2189370156,197.538627528
14,45,0.02113007804626951,6446.604755699522,136,5309.083414144867,5173.400316448867,135.683097696
14,46,0.03527150834888586,7248.4172472478385,256,6072.2583189323905,5816.8548409163905,255.403478016
14,47,0.0,1319.981911517614,0,1059.2854839928855,1059.2854839928855,0.0
14,48,0.006039754971850025,7267.641419458626,44,5876.179711899548,5832.282239115549,43.897472784
14,49,0.013102021168000738,17131.85276031991,224,13971.78988342073,13748.31184015673,223.478043264
14,50,0.024183265378794897,10123.646196938971,245,8368.655182863526,8124.2260730435255,244.42910981999998
14,51,0.011062465116682366,33172.07961903672,367,26986.738724088973,26620.593894276968,366.144829812
14,52,0.01310985889867949,20467.15348883833,268,16692.26619084076,16424.890674792758,267.375516048
14,53,0.0,170.32719236823868,0,136.68757187551157,136.68757187551157,0.0
14,54,0.02819438619373081,7835.727690511798,221,6508.656505391718,6288.171471635718,220.48503375599998
14,55,0.02923040433607661,2219.9081057925355,65,1846.32479423851,1781.4762548985098,64.84853933999999
14,56,0.0,4425.865979821928,0,3551.7574488070973,3551.7574488070973,0.0
14,57,0.0,3406.5714442718668,0,2733.7735840281734,2733.7735840281734,0.0
14,58,0.0,5006.324484983485,0,4017.575399199246,4017.575399199246,0.0
14,59,0.0,71.30613521202817,0,57.22317350765261,57.22317350765261,0.0
