,poi_x,poi_y,poi_name,poi_area,place_name
316,-8873232.189614322,4374409.837155185,St. Oscar Romero Catholic Secondary School,24169.905925444524,Mississauga
317,-8859825.406432535,4379853.512128907,St. Alfred School,24162.390382450238,Mississauga
318,-8859208.374244142,4374333.625712375,J.J. Plaus Park,24113.439110668165,Mississauga
319,-8875217.228796994,4373909.313927018,Oscar Peterson Public School,24072.08567122771,Mississauga
320,-8864593.356314342,4372472.572700683,Whiteoaks Public School,23991.433308111773,Mississauga
321,-8874324.34795131,4373751.133422066,Artesian Drive Public School,23950.585717470432,Mississauga
322,-8858689.938979786,4374654.5797651755,St. Lawrence Park,23918.908621025523,Mississauga
323,-8871060.246415121,4378387.359702865,St. Valentine Elementary School,23726.246446364345,Mississauga
324,-8867285.358923208,4378294.958662848,St. Matthew Separate School,23683.899112161045,Mississauga
325,-8877459.385066673,4380210.0674930485,Levi Creek Public School,23677.624140346983,Mississauga
326,-8871991.223261075,4375209.233765708,St. Rose of Lima Separate School,23393.907933622664,Mississauga
327,-8867118.270357156,4388153.023499757,Anaka Park,23358.941285439894,Mississauga
328,-8862428.282597216,4380259.367955317,St. Basil School,23326.50570044105,Mississauga
329,-8865598.078773875,4371464.91323273,Willow Glen Park,23259.950660555278,Mississauga
330,-8872952.735609883,4374668.609503495,Credit Valley Public School,23220.844671396204,Mississauga
331,-8867894.092756215,4378633.200836402,St. Hilary Elementary School,23129.460848134077,Mississauga
332,-8873046.223608673,4372956.456658719,Elm Drive Public School,23111.649296606654,Mississauga
333,-8867921.33138889,4379802.700523701,Barondale Green,23089.761747008102,Mississauga
334,-8862107.177474372,4371525.191402263,Green Glade Senior Public School,23083.167331613775,Mississauga
335,-8866228.178314835,4387982.872873626,Woodgreen Park,23070.108753952278,Mississauga
336,-8861881.818063255,4380109.330716221,Golden Orchard Park,23051.936886771153,Mississauga
337,-8871309.789956197,4379661.522601447,Urban Barn,23018.530805171307,Mississauga
338,-8860985.207824543,4376718.71652163,St. Timothy School,22862.42485407722,Mississauga
339,-8862855.535845311,4375984.000865269,Gordon Lummis Park,22752.189044225073,Mississauga
340,-8872264.35834777,4378073.541708808,Pickwick Green,22628.524189736374,Mississauga
341,-8867457.40934185,4371886.405063584,Olive Grove School,22620.13664973707,Mississauga
342,-8877826.875274442,4375954.367481551,Charles “Bud” Brennan Memorial Park,22601.705048453114,Mississauga
343,-8860674.682906322,4378348.324998822,Hawkins Glen Park,22594.182064365912,Mississauga
344,-8875006.14734173,4376382.101806858,Vista Heights Public School,22593.005621185064,Mississauga
345,-8862079.577204993,4372318.166037723,Owenwood Public School,22582.240616539533,Mississauga
346,-8866941.124505308,4379456.106938204,St. Jude School,22527.160035890254,Mississauga
347,-8871309.317673447,4378581.7970476,Highlandview Park,22445.464794230884,Mississauga
348,-8869457.350595223,4373337.906270825,Brookmede Public School,22444.99360746415,Mississauga
349,-8869608.814060098,4378600.8647582745,Staghorn Woods Park,22372.057699794357,Mississauga
350,-8861544.200494217,4380410.398842839,Rockwood Mall,22322.622085497052,Mississauga
351,-8865901.255765805,4376939.355647089,Cleary Park,22253.176431275057,Mississauga
352,-8864683.774462668,4376668.250296718,St. Philip Elementary School,22219.176131812124,Mississauga
353,-8861466.646635022,4374212.31445375,Painters Green Park,22211.69427714324,Mississauga
354,-8874855.07463059,4379949.1343247695,St. Julia Catholic Elementary School,22161.032302789936,Mississauga
355,-8869723.29422844,4378651.566903723,Champlain Trail Public School,22119.2076965533,Mississauga
356,-8860283.695274025,4377183.675336013,Mohawk Park,22082.618100952906,Mississauga
357,-8867024.94679254,4374902.14930018,Springfield Public School,21949.671571347586,Mississauga
358,-8873318.02468631,4377375.09196152,Willow Way Public School,21946.236110141668,Mississauga
359,-8872433.03109612,4378046.976047716,Whitehorn Public School,21646.16268270226,Mississauga
360,-8861048.347357802,4376625.481816253,Corsair Public School,21560.697124702667,Mississauga
361,-8874716.367360253,4380548.776279625,David Leeder Middle School,21528.113831861992,Mississauga
362,-8872336.535283878,4377968.105953934,St. Raymond Elementary School,21520.43514785168,Mississauga
363,-8870816.872631561,4373762.667242517,St. Kateri Tekakwitha Catholic Learning Centre,21516.23437726036,Mississauga
364,-8863869.869418435,4375522.139392986,Cashmere Avenue Public School,21390.646753429195,Mississauga
365,-8867962.210079951,4376666.873390797,Creditview Woods Park,21305.837605463454,Mississauga
366,-8873867.660172481,4380938.045682353,École élémentaire Le Flambeau,21073.23145154106,Mississauga
367,-8867984.524746178,4375245.1122494275,Queenston Drive Public School,21041.994464718602,Mississauga
368,-8875468.253485736,4378444.084490934,Gatineau Green Park,20978.82691108889,Mississauga
369,-8874787.184155965,4381588.744239287,Derry West Village Public School,20734.43689704555,Mississauga
370,-8877452.66712453,4375061.9327798,Churchill Meadows Public School,20698.659691279077,Mississauga
371,-8857392.776298553,4380037.103940686,Etobicoke Valley Leash Free Zone,20684.094793537748,Mississauga
372,-8878387.959220959,4376143.046074065,Miller's Grove School,20602.888879071797,Mississauga
373,-8868563.298381181,4373709.0147099905,École élémentaire catholique Saint-Jean-Baptiste,20593.029297564608,Mississauga
374,-8865068.693689583,4372533.828509849,Benares Historic House,20571.27821165035,Mississauga
375,-8880657.392835096,4377382.793801283,Promenade Meadows,20550.13010023533,Mississauga
376,-8861753.377293712,4378171.161848168,Mount Peace Catholic Cemetery,20531.471948369148,Mississauga
377,-8862087.380864711,4378595.0024489155,Silverthorn Park,20479.9824129598,Mississauga
378,-8870469.31930896,4377203.390142435,St. Herbert School,20457.743998628768,Mississauga
379,-8861574.176992502,4373339.55656191,Brian J. Fleming Catholic Adult Learning Centre,20296.846650702224,Mississauga
380,-8863288.846079957,4379403.422621144,John Cabot Catholic Secondary School,20222.14971678727,Mississauga
381,-8874459.243014514,4378433.257755454,PineCliff Park,20189.93255005297,Mississauga
382,-8860787.24900038,4379721.863494115,Burnhamthorpe Public School,20185.16901793103,Mississauga
383,-8863415.740270725,4370860.106595483,Lewis Bradley Park,20133.355786684486,Mississauga
384,-8864041.664170371,4378940.560441497,Rayfield Park,20123.4228961386,Mississauga
385,-8861277.115261506,4378754.520903874,St. Thomas More School,20027.750294972935,Mississauga
386,-8866859.424107019,4377150.446247377,Corpus Christi School,20016.9750963649,Mississauga
387,-8871469.938679345,4378919.476853388,Walmart Supercentre,20010.178776929857,Mississauga
388,-8866169.47604916,4371540.033807374,St. Louis School,19987.846273941755,Mississauga
389,-8875328.370676223,4375828.928060787,Castlebridge Common,19851.47062353308,Mississauga
390,-8865593.650002845,4387701.506396614,Ridgewood Park,19793.47725342955,Mississauga
391,-8858776.657152332,4376190.513883563,St. Dominic Separate School,19686.080099537336,Mississauga
392,-8867596.515521247,4378898.956696361,Cooksville Creek Public School,19678.11132325522,Mississauga
393,-8863702.946880259,4375696.258087388,Mary Fix Catholic School,19513.44619076124,Mississauga
394,-8857368.544116022,4376583.784835924,Queen of Heaven School,19508.764029713,Mississauga
395,-8866659.48511205,4370771.659940143,St. Helen Separate School,19430.46218736885,Mississauga
396,-8857533.368621856,4376262.899972477,The Village Green,19419.498152205044,Mississauga
397,-8864898.95932799,4378551.681547054,Sts. Peter & Paul Catholic School,19379.010638631335,Mississauga
398,-8858130.661639256,4377247.739959831,Peel Alternative South,19358.65856686519,Mississauga
399,-8866249.666440897,4379585.375416642,Eastgate Park,19343.851002657022,Mississauga
400,-8857338.609710665,4376874.193917548,Toronto French School - West Campus,19232.655810639328,Mississauga
401,-8865151.957673324,4377442.872437849,Fairview Public School,19036.881249306232,Mississauga
402,-8865787.949355878,4388860.8766295025,St. Gabriel Adult Learning Centre,18977.827973804535,Mississauga
403,-8874707.29033188,4377803.23163895,Ray Underhill Public School,18933.568273758694,Mississauga
404,-8866125.100401824,4374923.558434643,Westdale Mall,18729.57552185971,Mississauga
405,-8862742.100717166,4376052.5055635255,Floradale Public School,18355.367839573482,Mississauga
406,-8865117.662104769,4388432.60449038,Holy Cross School,18324.02471082823,Mississauga
407,-8872959.529591126,4379405.569005765,Bancroft Park,18151.632255882017,Mississauga
408,-8870304.840048837,4376362.151562961,Rosebush Common,17981.139562744567,Mississauga
409,-8861227.58755699,4377122.682947133,Ashwood Park,17951.044533375974,Mississauga
410,-8859896.58802662,4374310.692923867,Riverside Public School,17924.894647366236,Mississauga
411,-8864372.079671254,4375049.731614951,St. Jerome Separate School,17874.99024642608,Mississauga
412,-8860741.535038136,4380136.112922423,Glenhaven Senior Public School,17762.577934118322,Mississauga
413,-8870320.478563715,4377311.762379561,Fallingbrook Middle School,17753.64859637296,Mississauga
414,-8881278.89683017,4377602.393232541,Aspen Ridge Park,17647.078525810764,Mississauga
415,-8865497.908807915,4387647.097135791,Ridgewood Public School,17518.597673117365,Mississauga
416,-8866354.583516935,4376334.176695702,Lane's Landscaping Supplies,17485.447169426177,Mississauga
417,-8858411.363784092,4378152.468208382,Fred Halliday Memorial Park,17236.689990796545,Mississauga
418,-8857409.016796589,4375581.0095757395,Helen Molasy Memorial Park,17184.37346965508,Mississauga
419,-8863967.121755738,4387235.712979076,Newton's Grove School,17182.26870522196,Mississauga
420,-8879763.512569107,4376658.994128405,St. John of the Cross School,17105.360574759376,Mississauga
421,-8861643.417834228,4380794.646678491,Rockwood Glen Park,17034.418026997413,Mississauga
422,-8856540.614322916,4375921.295729792,Lakeview Water Treatment Facility,16914.21196759101,Mississauga
423,-8860769.28345586,4374858.452006145,Kenollie Public School,16890.843467830528,Mississauga
424,-8871743.450271955,4373936.913574629,St. Clare School,16883.899301924714,Mississauga
425,-8863846.815464318,4381291.139321471,401/Dixie Flea Market,16872.09619059794,Mississauga
426,-8879889.569683896,4376733.87578116,Union Park,16827.475230474385,Mississauga
427,-8862376.187434416,4372105.931713796,Glenleven Park,16712.54610851259,Mississauga
428,-8860622.592230912,4380071.366623199,St. Sofia School,16560.38632670734,Mississauga
429,-8877786.50389249,4376588.059427947,Settler's Green Public School,16538.22167099,Mississauga
430,-8866030.486206545,4375597.325323917,St. John XXIII Catholic Elementary School,16440.80382621447,Mississauga
431,-8867655.851371828,4373422.83955418,Sherwood Green Park,16339.785691470037,Mississauga
432,-8863574.025102409,4376654.383963839,Sergeant David Yakichuk Park,16338.545163973602,Mississauga
433,-8861675.0918382,4375964.871391853,Bronte College,16331.66749738665,Mississauga
434,-8863863.050804144,4370779.916616167,Herridge's Farm Fresh Market,16305.977643474109,Mississauga
435,-8879995.812301565,4377829.558814716,St. Richard School,16265.331799580461,Mississauga
436,-8867013.82415172,4380877.719900456,Paramount Fine Foods Centre,16202.013712053256,Mississauga
437,-8861286.49409782,4381218.187447652,Sts Martha & Mary Separate School,16135.820754330172,Mississauga
438,-8867342.689525725,4375010.56701285,St. Gerard Separate School,15926.522989182278,Mississauga
439,-8865596.441453613,4388987.776119317,Brandon Gate Public School,15880.671902035901,Mississauga
440,-8867895.983716939,4377776.690182292,Madill Common,15823.070844905627,Mississauga
441,-8869465.672939474,4372967.371030429,Glen Erin Medical-Dental Centre,15801.147081117862,Mississauga
442,-8870670.934581367,4373709.625161487,Erin Mills Middle School,15785.923956125001,Mississauga
443,-8861318.500491481,4373604.177389209,Shawnmarr Park,15724.23009897224,Mississauga
444,-8856573.656135458,4378182.3075748375,Ron Searle Park,15626.117545607809,Mississauga
445,-8880441.608971216,4379095.207996573,Torordeaca Dog Park,15557.495029282394,Mississauga
446,-8866200.01473899,4375412.151750629,McBride Avenue Public School,15543.436391464986,Mississauga
447,-8876774.718171982,4380198.160770122,Godwick Green,15460.931216082314,Mississauga
448,-8869806.367633825,4374603.374882487,Woodchuck Green,15459.894605416563,Mississauga
449,-8860817.411596075,4380298.49943103,Jaycee Park,15355.078862889399,Mississauga
450,-8865978.758273887,4371620.311925532,École élémentaire Horizon Jeunesse,15326.661707795225,Mississauga
451,-8871889.03546021,4377500.933973383,Trooper Marc Diab Memorial Park,15288.955418042206,Mississauga
452,-8867679.046874575,4372977.644618635,Dean Henderson Park,15164.799585403014,Mississauga
453,-8861133.33523106,4381269.268764434,Bough Beeches Park,14746.963705324906,Mississauga
454,-8869512.423702283,4373194.7809381,St. Margaret of Scotland School,14722.03250011621,Mississauga
455,-8863498.855026565,4378286.5554957725,Canadian Martyrs School,14587.407167658534,Mississauga
456,-8867497.948681165,4376851.55180136,Wakefield Common,14284.294088284263,Mississauga
457,-8873273.439808616,4376811.931536294,St. Joseph Separate School,14221.00255525506,Mississauga
458,-8864473.678769274,4378776.526068747,Parkway Green,14176.894029780802,Mississauga
459,-8859109.348350577,4374979.900884925,Forest Avenue Public School,14129.895825596237,Mississauga
460,-8867773.7425308,4375739.616915708,黃金廣場,13889.783994493857,Mississauga
461,-8869645.510549353,4374053.34196766,South Millway Park,13838.868641059715,Mississauga
462,-8864656.060262576,4371668.619929208,Hindhead Park,13795.551925292177,Mississauga
463,-8882356.850408101,4377193.172019892,Buttonbush park,13780.719029408514,Mississauga
464,-8861625.890887726,4379478.448845302,Cedarbrook Park,13730.474641262375,Mississauga
465,-8866187.622048497,4370985.345423589,Hillside Public School,13557.322435540507,Mississauga
466,-8862243.95951295,4376231.469709058,St. Catherine of Siena School,13497.600731773822,Mississauga
467,-8877500.562038418,4376894.512023988,Plowman's Park Public School,13491.491246481524,Mississauga
468,-8875216.458123952,4378980.853701991,Pathfinder Way Park,13288.758338871186,Mississauga
469,-8857926.907844948,4379656.112547191,Coram Park,13279.794171386695,Mississauga
470,-8872004.36295479,4378985.870128026,The Home Depot,12924.385589705527,Mississauga
471,-8875293.514107162,4380609.064771728,Rotherglen School - Meadowvale Campus,12917.441112315451,Mississauga
472,-8876946.717092158,4378442.216771617,Hilton,12713.925185437176,Mississauga
473,-8863848.154645685,4371688.6807830455,Turtle Glen Park,12683.041005066147,Mississauga
474,-8866484.18416554,4380618.209955443,Iceland Mississauga,12588.681220565357,Mississauga
475,-8858500.003619742,4378240.54284943,St. Edmund Separate School,12546.741513002211,Mississauga
476,-8879183.763721136,4377297.6986838225,Shelter Bay Public School,12490.523906747565,Mississauga
477,-8872121.34837675,4377098.968426773,Brown's Heights Park,12481.280363256015,Mississauga
478,-8859375.03304492,4380132.687846818,Bethesda Common,12356.718836042714,Mississauga
479,-8865061.000114217,4377505.2876509065,Kariya Park,12274.95292608301,Mississauga
480,-8865146.609097155,4379560.199194043,Camden Park,12218.174311926365,Mississauga
481,-8862267.914673906,4371237.4184902245,Bradley Museum,12160.594449882994,Mississauga
482,-8869026.524196468,4372427.384345974,St. Francis of Assisi School,12095.625371375498,Mississauga
483,-8863448.136994194,4379420.068945257,St. Vincent de Paul Separate School,11830.112933903689,Mississauga
484,-8865076.665912883,4371790.437203148,Forestview Park,11684.014547927236,Mississauga
485,-8858649.168769218,4375321.716276381,Mentor College Primary Campus,11642.42074141568,Mississauga
486,-8866173.334007787,4388087.9933497375,St. Raphael School,11555.93856587951,Mississauga
487,-8880363.908838816,4376565.116361225,Avonlea Grove Park,11502.70214520885,Mississauga
488,-8876731.993134022,4376549.62532962,St. Elizabeth Seton School,11336.641021473726,Mississauga
489,-8864616.626469664,4378802.994540572,St. Charles Garnier School,11140.833147105997,Mississauga
490,-8881518.556406755,4377988.145389381,Real Canadian Superstore,11117.310909796099,Mississauga
491,-8870021.855889814,4378059.222507353,Lowe's,11083.46613022833,Mississauga
492,-8861070.04617401,4379942.18759398,Dixie Woods Park,11060.250871474074,Mississauga
493,-8857895.675621435,4375326.790668653,St. James Catholic Global Learning Centre,10989.481016721576,Mississauga
494,-8863989.380065974,4378569.597826064,Central Parkway Mall,10881.758248715585,Mississauga
495,-8873829.000085553,4374687.644579421,Loblaws,10858.5822004684,Mississauga
496,-8870946.054380547,4376697.77076757,St. Dunstan Elementary School Soccer Field,10779.19561128636,Mississauga
497,-8868412.520497583,4376327.086025541,St. David of Wales Separate School,10692.673876999723,Mississauga
498,-8878811.501952166,4376998.420382662,Meadowvale Town Centre,10437.89604874099,Mississauga
499,-8875816.161604442,4374932.494490705,McCracken Community Park,10241.89181020037,Mississauga
500,-8870689.826159088,4371849.018919066,The Brick,10163.359392796721,Mississauga
501,-8867641.344676586,4373829.663309346,St. Peter's Anglican Cemetery,10047.29126016737,Mississauga
502,-8868313.472914524,4380974.512267435,Sherwood Heights School - Kennedy Campus,9959.751922352763,Mississauga
503,-8867386.261232173,4376167.463596775,Ontario Court of Justice,9821.239733004586,Mississauga
504,-8869121.845810484,4373679.491362147,Windy Hollow Park,9780.998876647875,Mississauga
505,-8864295.660295716,4378835.889080423,École élémentaire catholique René-Lamoureux,9685.095272416718,Mississauga
506,-8857857.878012402,4374959.763436426,Hiawatha Park,9528.113296995456,Mississauga
507,-8874066.082054392,4375775.023837617,F.B. McFarren Memorial Park,9457.973247348527,Mississauga
508,-8878385.521461496,4377163.65624674,Meadowvale Community Centre,9443.40399760512,Mississauga
509,-8859075.947373224,4374879.929153759,Harold E. Kennedy Park,9203.437385591289,Mississauga
510,-8876710.65893851,4377946.325056947,Meadowvale 4 Rinks,9200.578344767726,Mississauga
511,-8859586.76197188,4378636.48088588,Canadian Tire,9077.000150836904,Mississauga
512,-8863991.120855182,4386995.273542444,Diamond 1,9073.672198261835,Mississauga
513,-8864972.730930185,4374803.271321463,Avongate Park,9061.320679740138,Mississauga
514,-8866152.65137499,4377507.919848052,Living Arts Centre,8889.649771783117,Mississauga
515,-8861736.198399914,4374218.959036902,Vanessa Park,8821.20554807337,Mississauga
516,-8877653.827438075,4379493.878764379,École élémentaire catholique Ange-Gabriel,8775.198073225689,Mississauga
517,-8859809.526607482,4376696.812858573,Munden Park,8756.038043300849,Mississauga
518,-8871133.00125365,4381399.101470738,Cineplex Cinemas Courtney Park,8730.649372539612,Mississauga
519,-8876860.367067618,4373842.777596087,McCarron Park,8652.566382254156,Mississauga
520,-8857534.101552548,4378629.5845961785,Islamic Society of North America Elementary School,8645.419792005854,Mississauga
521,-8857238.570652565,4378024.274475854,Star Academy,8492.571150830816,Mississauga
522,-8868030.929990333,4381218.835931309,Dewey College,8437.394657142413,Mississauga
523,-8865839.427653227,4377629.844129118,Holt Renfrew,8262.875045437373,Mississauga
524,-8866207.3153484,4380513.3087140815,Field 2,8026.366457869126,Mississauga
525,-8866297.167683806,4380561.869929775,Field 1,7992.179115125765,Mississauga
526,-8863682.685898919,4378091.640094832,Mississauga Valley Community Centre and Library,7955.528289505179,Mississauga
527,-8870891.23679033,4379526.172877764,Loblaws Great Food,7942.2053577197685,Mississauga
528,-8865601.392441224,4379289.774629858,Mississauga Greenbelt,7832.424338619856,Mississauga
529,-8866087.817600222,4377545.819477046,Living Arts Park,7749.288077671723,Mississauga
530,-8864550.680202944,4381764.896847995,Sandman Signature,7724.019718280815,Mississauga
531,-8869521.517452499,4380892.714464334,Leon's,7687.436761576465,Mississauga
532,-8867532.037999839,4375001.083130675,Bert Fleming Park,7397.270680067979,Mississauga
533,-8866626.304116659,4371214.815347909,Clarkson Community Centre,6892.371558282154,Mississauga
534,-8874213.493463004,4374434.531115049,Rona,6888.281026329748,Mississauga
535,-8866748.72678649,4377717.044874502,Cineplex Cinemas Mississauga,6780.047775764275,Mississauga
536,-8862656.861232482,4376239.136786376,Floradale Park,6702.665047664238,Mississauga
537,-8873538.685570005,4375096.490536728,Hudson's Bay,6658.130149192076,Mississauga
538,-8859790.739233749,4373574.300254435,Ben Machree Park,6656.465191452915,Mississauga
539,-8873169.225578833,4376649.791499869,Streetsville Memorial Cemetery,6567.184154801817,Mississauga
540,-8868375.403636886,4380348.897038133,Al Huda Institute Canada,6553.875380188259,Mississauga
541,-8865920.155256826,4377859.93101931,Simons,6464.38929158291,Mississauga
542,-8867655.97869584,4381163.797661684,Hershey 1,6424.591198553521,Mississauga
543,-8867788.07421401,4381234.399478015,Hershey 2,6379.735623081886,Mississauga
544,-8858435.775667122,4376591.468693554,Carmen Corbasson Community Centre,6317.300094434317,Mississauga
545,-8862447.512153981,4377576.108595777,Syed Jallaluddin Park,6138.046566462318,Mississauga
546,-8866510.869253034,4371970.385395628,Iona Football Field,6116.093866562459,Mississauga
547,-8878332.486670101,4374655.05333521,May Meadow Park,6038.47028345874,Mississauga
548,-8866231.537712542,4377411.895125379,Community Common,5935.737939720428,Mississauga
549,-8861734.263820909,4376966.828039064,TEAM School,5839.631689496418,Mississauga
550,-8866292.73018385,4377597.403872008,Scholar's Green,5733.753225965684,Mississauga
551,-8877813.097329479,4376691.219260697,Montevideo Baseball Field,5703.048278607916,Mississauga
552,-8861312.69103117,4370817.808416787,Watersedge Park,5702.080768578202,Mississauga
553,-8860851.353366842,4380181.831094292,Burnhamthorpe Community Centre,5676.815835477723,Mississauga
554,-8865993.418822857,4377460.115072829,Mississauga Civic Centre,5645.693707624693,Mississauga
555,-8864367.262569698,4371232.995332977,Twin Spruce Park,5576.120053154188,Mississauga
556,-8861454.063329738,4385345.742046693,Hilton Toronto Airport Hotel & Suites,5535.867180412883,Mississauga
557,-8877016.668144323,4373632.351666537,Churchill Meadows Community Centre,5440.48316238106,Mississauga
558,-8877382.119648313,4374149.331608095,O'Harra Park,5268.430457507698,Mississauga
559,-8863704.258613529,4380261.677208881,Tomken Twin Arenas,5253.5625471536,Mississauga
560,-8864043.410826553,4387108.348798056,Diamond 2,5187.0498182649635,Mississauga
561,-8863228.422514336,4385300.626113373,Sheraton Gateway Hotel in Toronto International Airport,5107.543312255694,Mississauga
562,-8873685.055815613,4376936.347295983,Kendellhurst Academy,5077.820410827315,Mississauga
563,-8867111.348459147,4372776.010709422,Metro,5047.619099056429,Mississauga
564,-8861038.376207374,4382851.505668182,TownePlace Suites Mississauga-Airport Corporate Centre,5040.706249393495,Mississauga
565,-8865974.600161152,4377283.238098189,YMCA,5036.340605380503,Mississauga
566,-8855440.328588037,4377321.569320502,Orchard Hill Park,4939.948701679524,Mississauga
567,-8864096.994503388,4370906.499794121,Ontario Racquet Club (ORC),4841.971186727224,Mississauga
568,-8875231.346222054,4374501.791840616,Cabano Hill Park,4804.485679706517,Mississauga
569,-8873455.837884791,4373262.017049547,Erin Mills Twin Arenas,4754.830807934964,Mississauga
570,-8881863.707100147,4377742.584722973,Toys R Us,4749.669407732912,Mississauga
571,-8865873.151548233,4377340.609595921,Mississauga Library - Central,4746.608391145054,Mississauga
572,-8873532.083600203,4377497.192165763,Rivergrove Community Centre,4722.940320963444,Mississauga
573,-8863085.057184149,4376916.674932439,Centre City Place,4666.4315301150555,Mississauga
574,-8870174.078092948,4373775.826977571,No Frills,4547.673809143129,Mississauga
575,-8874279.875303986,4374397.423686229,Nations supermarket,4535.521161488179,Mississauga
576,-8864271.303946951,4381617.57938718,Ontario Chrysler,4531.862563912278,Mississauga
577,-8865037.145026965,4375698.174637773,Mississauga Flea Market,4421.5186587642465,Mississauga
578,-8865088.206928378,4378316.231819923,Bishopstoke Park,4239.897525621947,Mississauga
579,-8866011.203535134,4378000.3351324685,Whole Foods Market,4204.072194188424,Mississauga
580,-8870244.052333003,4374761.615995978,Folkway Park,4182.5402824531975,Mississauga
581,-8863981.516463062,4377209.006230412,Bella Vista Park,4132.335986254011,Mississauga
582,-8872134.63918111,4379487.104349523,Mercedes-Benz Mississauga,4048.1901629921085,Mississauga
583,-8868241.804099005,4383707.0328782685,Princess Auto,3986.1165746596653,Mississauga
584,-8857209.90365688,4380541.8371342495,Mississauga Toyota,3948.4497881607967,Mississauga
585,-8859704.677983217,4378567.522315288,Adonis,3947.997356289588,Mississauga
586,-8865973.356657594,4376497.237227612,大統華 T&T Supermarket,3934.654308302806,Mississauga
587,-8864953.909348186,4387882.582695984,FreshCo,3928.5790912544567,Mississauga
588,-8859810.657736668,4374553.86559527,Port Credit Memorial Arena,3904.9708906463043,Mississauga
589,-8869347.909420103,4372766.444447632,Erin Dodge Chrysler Jeep,3788.8678699881407,Mississauga
590,-8862616.382934686,4380932.827187911,信和廣場 Dixie Park Centre,3763.4317228979344,Mississauga
591,-8881310.896555223,4378166.752775432,Meadowvale Toyota,3728.981392797197,Mississauga
592,-8863698.963297743,4380897.89069674,Addison Buick GMC,3726.0079574537535,Mississauga
593,-8875674.317950731,4373054.167402199,AutoSpa,3716.960900032598,Mississauga
594,-8870438.234673949,4372448.970181287,Longo's,3713.9508971006785,Mississauga
595,-8867813.530239994,4374148.289992315,Recreation Athletics & Wellness Centre,3704.6770744862774,Mississauga
596,-8873107.329271572,4376724.136517749,Vic Johnston Memorial Arena,3700.4676811001473,Mississauga
597,-8867393.210936135,4372789.002775556,Lincoln Hollow Park,3676.55408459421,Mississauga
598,-8872545.452947032,4376344.151700631,Reid Park,3610.601659294197,Mississauga
599,-8857946.9454435,4380334.170427974,Canadian Ice Academy,3566.0601763685468,Mississauga
600,-8866527.510262052,4377875.88408795,World of Barbie,3548.8970475199276,Mississauga
601,-8869748.628187455,4380443.781517395,Britannia Cemetery,3524.273514528844,Mississauga
602,-8871977.307865847,4376051.010978451,Barberton Park,3465.1906586928526,Mississauga
603,-8869416.394965732,4372722.84884002,Erinwood Ford,3394.999701407419,Mississauga
604,-8863450.169017099,4385611.413547082,Four Points,3384.7935844554454,Mississauga
605,-8878897.745444112,4374976.36124298,Johnny Bower Park,3362.4878310222575,Mississauga
606,-8864068.846022617,4375335.160575779,Knights Of Columbus Place,3359.0628311707487,Mississauga
607,-8866807.089031575,4386107.352892357,Purba Furniture,3209.4578786267903,Mississauga
608,-8877919.560572654,4376635.940019606,Montevideo Soccer Fields,3181.182793115251,Mississauga
609,-8870808.854553983,4373283.714933391,Food Basics,3119.257155585889,Mississauga
610,-8866796.286529206,4386661.48628318,Cattrick Park,3095.460339547798,Mississauga
611,-8863800.121052489,4385711.684509703,Comfort Inn,3058.479831849898,Mississauga
612,-8868026.017637758,4374376.231849948,Hazel McCallion Academic Learning Centre,3052.068401317462,Mississauga
613,-8867951.657247035,4385225.46226894,Moore's Cemetery,3023.189963394223,Mississauga
614,-8874538.052233385,4375927.084332934,Peel Regional Police,2989.667733800007,Mississauga
615,-8864245.30751582,4381780.548809975,Comfort Inn Airport West,2970.9179810237465,Mississauga
616,-8864918.79830166,4382449.000222948,Dixie Toyota,2926.3682492936045,Mississauga
617,-8869512.698699843,4372667.923150881,Erin Park Toyota,2856.65948024721,Mississauga
618,-8872330.327477917,4381844.289864876,Holiday Inn Express and Suites,2755.7477085249907,Mississauga
619,-8869685.239155088,4380504.626416021,Quality Inn Airport West,2749.8277320959396,Mississauga
620,-8865298.81165792,4382016.6143303085,Quality Inn,2679.3774855180577,Mississauga
621,-8872389.265626894,4375302.752449523,Credit Valley Medical Arts Building,2673.7698107009846,Mississauga
622,-8869801.086926721,4372488.090839903,Applewood Chevrolet Cadillac Buick,2656.5358759069054,Mississauga
623,-8864530.285128998,4387414.490790456,Paul Coffey Arena,2651.4512389448482,Mississauga
624,-8876637.068246588,4378114.538166636,Addison on Erin Mills (GM),2626.4896077921817,Mississauga
625,-8864677.258258693,4382494.292562925,401 Dixie Hyundai,2600.801380377621,Mississauga
626,-8873694.176815214,4375387.341294177,Quenippenon Meadows Leash Free Dog Park,2591.351674957275,Mississauga
627,-8864818.469209712,4382472.471684405,Ideal Honda,2560.9118242134,Mississauga
628,-8872572.977957938,4379717.434313427,Team Chrysler Jeep Dodge,2557.931598330371,Mississauga
629,-8865765.553052844,4386732.580303072,Frank McKechnie Park,2540.574097841764,Mississauga
630,-8881710.90046313,4377833.3805473335,Marshalls,2457.3588401004695,Mississauga
631,-8863541.070435233,4381502.999841073,Staples,2420.151015878788,Mississauga
632,-8873163.01251481,4382163.681173666,7120 Hurontario,2390.3506360069496,Mississauga
633,-8869548.499424558,4372807.430794025,Mississauga Honda,2389.732649091792,Mississauga
634,-8865903.204581192,4378080.91961154,Crate and Barrel,2374.7101096211177,Mississauga
