,poi_x,poi_y,poi_x_km,poi_y_km,poi_name,poi_area,place_name
35,-79.71915824615371,44.5141766097725,-8874.416415120077,4941.0736036847475,Barrie KOA Holiday,153046.4652536902,Simcoe County
36,-79.6097774304589,44.29772458261657,-8862.240033336115,4917.047428670439,Innisfil Recreational Complex,150223.51515194858,Simcoe County
37,-79.65362811199334,44.20567443387487,-8867.12153505521,4906.829862160111,opgeheven campground,125154.98714826388,Simcoe County
38,-79.819647099085,44.277345547253255,-8885.60293471724,4914.785355745112,Saulaine,107225.7381299716,Simcoe County
39,-79.35999609795772,44.58959686010679,-8834.434125620752,4949.445251471853,Mara Campground,102680.72786922842,Simcoe County
40,-79.9075045319392,44.130723961388874,-8895.383312000004,4898.510359714165,Wardens' Park,102559.38366881404,Simcoe County
41,-79.35267769304293,44.67605907253707,-8833.619433467233,4959.042557051615,Camp Couchiching,101433.45036910965,Simcoe County
42,-79.32973415681235,44.570042680368566,-8831.065336070507,4947.274737520911,McRae Point Park - North Campground,96038.41996181711,Simcoe County
43,-79.96909107029231,44.22831851091078,-8902.23918703601,4909.343354711097,Silver Brooke Golf Club,88261.7604289512,Simcoe County
44,-79.32815802761402,44.567540500420556,-8830.889879792021,4946.996995546681,McRae Point Park - South Campground,86217.2773425124,Simcoe County
45,-79.61049848803025,44.28020789404795,-8862.320302186015,4915.103076239322,Sunset Speedway,82783.86333506885,Simcoe County
46,-79.72006325177853,44.27051764553434,-8874.517161251237,4914.027458654312,Thornton Community Park,79558.05454654929,Simcoe County
47,-79.8469645609089,44.75392379181264,-8888.64394188494,4967.685540891203,Bayfort Camp,75734.81183711252,Simcoe County
48,-79.58155888733386,44.112578898568614,-8859.098716896891,4896.496257741116,Bradford District High School,75034.12461264846,Simcoe County
49,-79.87559267041145,44.74141528310709,-8891.830851662873,4966.297096424887,Lakeview Cemetery,72955.74206562065,Simcoe County
50,-79.87773058245298,44.15466861998662,-8892.068846169248,4901.168216818515,Riverdale Park,70044.82716413823,Simcoe County
51,-79.33804379116204,44.74792375547286,-8831.99037287595,4967.019536857488,Washago Centennial Park,69896.91792094611,Simcoe County
52,-79.90118539841819,44.74217352377793,-8894.67985973731,4966.3812611393505,Georgian Bay District Secondary School,67693.85952874013,Simcoe County
53,-79.57907479332842,44.45481488339054,-8858.822185068113,4934.48445205635,Sunset Barrie Drive-In Theatre,65739.33772566858,Simcoe County
