,traffic_x,traffic_y,traffic_x_km,traffic_y_km,traffic_area,place_name
93,-79.38009816590977,43.65334123795722,-8836.67190792724,4845.520877413252,4756.7868538109815,Toronto
94,-79.36357636346503,43.68475833463425,-8834.83268435729,4849.008175144402,4747.964904995846,Toronto
95,-79.5099199211442,43.69814923225578,-8851.123795541693,4850.494564780392,4596.6883915244125,Toronto
96,-79.60581601351065,43.72994203511297,-8861.799044440018,4854.02356589754,4591.346066404748,Toronto
97,-79.37032292143999,43.64505773844586,-8835.583717937621,4844.60140896749,4535.816192404462,Toronto
98,-79.3378955363822,43.70317052335954,-8831.973869005604,4851.051928092908,4504.811101237604,Toronto
99,-79.35502607127547,43.72008615635288,-8833.880857280457,4852.929563355169,4501.102613380783,Toronto
100,-79.39880032080248,43.633366072295985,-8838.753850512052,4843.303634024855,4491.844550028481,Toronto
101,-79.34820823366718,43.79755021625573,-8833.121888780064,4861.528074004386,4485.01827575594,Toronto
102,-79.60435532615122,43.72744070025164,-8861.63643926248,4853.7459177279325,4213.446228787436,Toronto
103,-79.224630351691,43.786220759056334,-8819.365075380594,4860.270504255253,4202.371981166403,Toronto
104,-79.38655707610648,43.65956166418043,-8837.39092026925,4846.211344724028,4136.5529888260035,Toronto
105,-79.3654181929009,43.684013624095755,-8835.037718651922,4848.925512274629,4123.240997507809,Toronto
106,-79.27971528690534,43.71005416574534,-8825.497185453589,4851.816012397733,4116.235916254283,Toronto
107,-79.37139622940118,43.72123629908119,-8835.70319965317,4853.0572291980125,4031.4204095146574,Toronto
108,-79.39010579368775,43.79645138092043,-8837.785967059113,4861.406103282167,3755.5147727397266,Toronto
109,-79.3769782729646,43.72304559639637,-8836.324598324692,4853.2580611999965,3704.653166662919,Toronto
110,-79.50183315004476,43.77479125425899,-8850.223568096133,4859.001829222748,3526.5169998256915,Toronto
111,-79.40454491123657,43.70752318795289,-8839.393344063767,4851.53507386277,3525.7602022488045,Toronto
112,-79.40407210228307,43.734793302117154,-8839.340710498253,4854.562056535005,3499.9226423246823,Toronto
113,-79.32304402698074,43.651730118170214,-8830.320584127523,4845.342043116893,3493.8909618742487,Toronto
114,-79.43494526472878,43.65741428151112,-8842.777541814872,4845.972985247735,3490.6761332620613,Toronto
115,-79.45598160513997,43.723531996593685,-8845.119328265786,4853.312051621899,3455.912785570995,Toronto
116,-79.35932516733358,43.720715034515926,-8834.359436952742,4852.999368831268,3387.0793749257896,Toronto
117,-79.50700091853614,43.772859945358114,-8850.798849252362,4858.78745393475,3242.2432439146787,Toronto
118,-79.37216235587186,43.80433281076231,-8835.788485618012,4862.280941994616,3136.5831721972177,Toronto
119,-79.41262186227493,43.630584452341964,-8840.292478330308,4842.994874209958,3037.207714174811,Toronto
120,-79.41005315601275,43.631763059313215,-8840.006527380496,4843.125699583767,2942.238261054172,Toronto
121,-79.36648234347597,43.683282887040235,-8835.156180958087,4848.844400461466,2921.7284652770936,Toronto
122,-79.60979921068548,43.73051937694836,-8862.242457932718,4854.0876508412675,2915.2113064785535,Toronto
123,-79.37312898161326,43.66461542629925,-8835.89609136217,4846.772312319216,2900.0246471779747,Toronto
124,-79.37982378517971,43.72980205201672,-8836.64136358999,4854.008027773856,2849.935610190789,Toronto
125,-79.31412823509966,43.74296948442483,-8829.328069259529,4855.469612771157,2842.2376236133396,Toronto
126,-79.18471977959962,43.7841703584242,-8814.922190584808,4860.042909785086,2839.127347790243,Toronto
127,-79.35033643946771,43.75073282349974,-8833.358802777984,4856.331343408471,2762.385334158835,Toronto
128,-79.50984100746605,43.681171655410296,-8851.115010792128,4848.610053750543,2741.4947079997182,Toronto
129,-79.39265268847706,43.79799494971938,-8838.069489933954,4861.577439418851,2714.753047161345,Toronto
130,-79.40035807035869,43.648558191606355,-8838.927260750399,4844.989959268305,2698.732535095608,Toronto
131,-79.31852723103447,43.81196081764993,-8829.817769885987,4863.127650759143,2664.2400139531883,Toronto
132,-79.2692073140522,43.7507055151834,-8824.327427407605,4856.328312185357,2618.4133367653603,Toronto
133,-79.41026822543886,43.756909434115535,-8840.030469124078,4857.016947186824,2493.3705989197542,Toronto
134,-79.3606117697985,43.651672667945725,-8834.502662825738,4845.335666141976,2456.482217301408,Toronto
135,-79.39314884029586,43.67030053510241,-8838.124722050576,4847.403359396368,2406.482572801624,Toronto
136,-79.44798376566975,43.63738938449403,-8844.229000778121,4843.750221678837,2376.855936485985,Toronto
137,-79.4136529620255,43.763789485564395,-8840.40726138564,4857.780632897648,2376.5874517205916,Toronto
138,-79.40436586560824,43.654271210026934,-8839.373412525374,4845.624104312989,2308.0070155607664,Toronto
139,-79.46148949088725,43.74936613348588,-8845.73247161506,4856.179640816932,2264.6353929128577,Toronto
140,-79.37026769996736,43.79075004204393,-8835.577570628066,4860.773254666877,2215.613863193436,Toronto
141,-79.41733748236024,43.62943930601166,-8840.817425873824,4842.867762967295,2163.3165354758876,Toronto
142,-79.39322145823321,43.79679764384075,-8838.13280595198,4861.444538466323,2144.1984174416257,Toronto
143,-79.21471561561901,43.761248877142066,-8818.261357046324,4857.498625362769,2065.5164773759266,Toronto
144,-79.40529709653161,43.740868788493835,-8839.477078082995,4855.236435522816,1991.5101747945491,Toronto
145,-79.51820109572978,43.646053104672006,-8852.045664177735,4844.711894618593,1941.058927030121,Toronto
146,-79.37840927780047,43.721500961249625,-8836.483899214027,4853.086606698708,1927.9850665278636,Toronto
147,-79.50911224463549,43.773815560048966,-8851.033884185066,4858.893527165435,1891.069743907661,Toronto
148,-79.39526865467805,43.63607328314716,-8838.360701907415,4843.604134429335,1869.1821142417373,Toronto
149,-79.39010989410299,43.64977099361198,-8837.786423521438,4845.12458029093,1784.0569279759025,Toronto
150,-79.3059344770412,43.73424059098812,-8828.415931918704,4854.500705599681,1733.123902688853,Toronto
151,-79.60830728903869,43.73104008863579,-8862.076375723076,4854.145449838572,1697.6755354643549,Toronto
152,-79.39019828564088,43.6643990450604,-8837.796263355827,4846.748294001704,1674.2412145959477,Toronto
153,-79.52033578440049,43.602189462354396,-8852.283299855246,4839.843030321338,1601.7907854861412,Toronto
154,-79.52009629083082,43.70096215514816,-8852.256639191577,4850.8067992214455,1564.9377137174401,Toronto
155,-79.50407242184092,43.774930425882474,-8850.472846071752,4859.017277272955,1516.1662947168818,Toronto
156,-79.39679716967873,43.707993185536246,-8838.530857725806,4851.587243594523,1515.0319930366727,Toronto
157,-79.20859381711341,43.76141229453467,-8817.579872314882,4857.516764693349,1508.7358214305975,Toronto
158,-79.41504087095376,43.63075108992342,-8840.561764795444,4843.0133709815,1483.8513596909438,Toronto
159,-79.44502218076516,43.67688746470271,-8843.899314184959,4848.134508582,1479.2572426410813,Toronto
160,-79.39078737177415,43.68160978582658,-8837.86184101327,4848.65868622675,1474.0433331723093,Toronto
161,-79.39125187628352,43.79769626641849,-8837.913550119758,4861.544285572452,1469.713060721137,Toronto
162,-79.4475230500678,43.676282494570835,-8844.177713456598,4848.0673568973625,1460.5610583063071,Toronto
163,-79.50803973485594,43.77445347776782,-8850.914491323898,4858.964336032228,1417.2126690921814,Toronto
164,-79.35572499290821,43.79458494153816,-8833.958661935534,4861.198928510736,1415.5116188867248,Toronto
165,-79.39628790974548,43.7017541933331,-8838.474166400776,4850.894715459975,1406.67700142702,Toronto
166,-79.5152162331023,43.59720973044645,-8851.71338628518,4839.290280079556,1402.1771368474608,Toronto
167,-79.39601873743747,43.70648764568635,-8838.444201870278,4851.420128671185,1388.0434452265565,Toronto
168,-79.6097588303748,43.729090350570424,-8862.237962756153,4853.929028913317,1383.8579890529863,Toronto
169,-79.37459398502656,43.7032291325274,-8836.059177007142,4851.058433710541,1376.1910702124615,Toronto
170,-79.19564970783088,43.78627807811972,-8816.13892112544,4860.276866671289,1347.718100025092,Toronto
171,-79.27575649349916,43.766921725890704,-8825.05648861282,4858.128311573868,1319.2395115357044,Toronto
172,-79.43246999443143,43.66103022866316,-8842.501992250101,4846.37435538161,1301.8421953537827,Toronto
173,-79.21644937021192,43.761409087803266,-8818.45436034136,4857.516408746163,1298.6720043130006,Toronto
174,-79.42532761006865,43.662638276248,-8841.706894880452,4846.5528486635285,1295.9474503982779,Toronto
175,-79.3118366938458,43.68523451409175,-8829.072972595608,4849.061031064185,1283.667670573699,Toronto
176,-79.32257899340966,43.67271334614556,-8830.268816125357,4847.671181422157,1271.897756742425,Toronto
177,-79.30618235852684,43.66827362659089,-8828.443526333565,4847.178372551589,1250.892359249293,Toronto
178,-79.40437635742347,43.65462592606961,-8839.374580484739,4845.663477793727,1229.0321724368255,Toronto
179,-79.39711332722857,43.66605775325843,-8838.566052700411,4846.932410611686,1224.067819515587,Toronto
180,-79.18664123324427,43.782463723257344,-8815.136088725985,4859.853473281565,1164.4064707589653,Toronto
181,-79.43122772511838,43.661268692657515,-8842.363701587903,4846.400824884984,1148.053835048555,Toronto
182,-79.4319807591033,43.65021841705846,-8842.447530084139,4845.174244293489,1143.2746606511407,Toronto
183,-79.39306889800221,43.79599463043796,-8838.115822794503,4861.355403978613,1138.085113887173,Toronto
184,-79.4149552229935,43.77901193934917,-8840.552230378858,4859.470325267757,1133.9501654601231,Toronto
185,-79.42054619684428,43.66810481216523,-8841.174623178902,4847.159634150341,1121.6355317826446,Toronto
186,-79.3531329262601,43.66507041869377,-8833.670110484201,4846.822816475009,1104.7746313713592,Toronto
187,-79.30585214304924,43.72616698722339,-8828.406766416383,4853.604535581796,1080.8178444890996,Toronto
188,-79.37134939119545,43.61585256827407,-8835.697985577268,4841.359635078422,1079.064713057621,Toronto
189,-79.22946639490212,43.7852315075764,-8819.903428546899,4860.16069734098,1049.6823255018671,Toronto
190,-79.39791790639114,43.69766479274117,-8838.655619257368,4850.4407919942705,1025.6748000103103,Toronto
191,-79.5450553421809,43.63320390724457,-8855.03510574692,4843.285633704148,1016.4669978696909,Toronto
192,-79.40638220066452,43.65406475442644,-8839.597872960176,4845.601187741335,1015.9893080013017,Toronto
193,-79.37889350003174,43.723424244607486,-8836.537803317033,4853.300091151431,1014.7342916358571,Toronto
194,-79.5159046000272,43.64580734458085,-8851.790015979628,4844.684615248475,974.1635695921539,Toronto
195,-79.40711577007197,43.65402989203857,-8839.679534640181,4845.597318016282,966.3119271722989,Toronto
196,-79.18886512407474,43.78557967279687,-8815.383654477124,4860.199343680452,959.1172516582994,Toronto
197,-79.39147787237403,43.69737784258663,-8837.93870823055,4850.408940527116,920.5610801811148,Toronto
198,-79.18385089999124,43.78227969482842,-8814.825466037924,4859.833046125955,900.4154716043865,Toronto
199,-79.37740614517118,43.72142256526224,-8836.3722294866,4853.077904744108,886.6953528323902,Toronto
200,-79.54994550009663,43.69076049470412,-8855.579483016256,4849.674414912158,865.6145615409727,Toronto
201,-79.33232187078771,43.694847342491045,-8831.353402977958,4850.128055016506,860.8980358481483,Toronto
202,-79.39344747207973,43.79828912029703,-8838.157966039387,4861.61009235297,856.7966879814066,Toronto
203,-79.3073176502601,43.668002544617416,-8828.569908144606,4847.148282452533,853.2550636085247,Toronto
204,-79.30959977132797,43.66747698833203,-8828.823956144,4847.089945704855,852.8185463808129,Toronto
205,-79.3084647291922,43.667738500902665,-8828.697602118404,4847.118973600196,852.8148840457573,Toronto
206,-79.19651822205451,43.82477689603974,-8816.23560499733,4864.5502354604105,850.9834337443638,Toronto
207,-79.39033020735731,43.672604497099016,-8837.810949013223,4847.65909917799,845.173331218705,Toronto
208,-79.37351252865602,43.70254572001318,-8835.938788202517,4850.982574921462,820.1599928497324,Toronto
209,-79.40105937043364,43.72762524548865,-8839.005330176044,4853.766402249241,814.3404505144656,Toronto
210,-79.35115965032549,43.79615652810744,-8833.450443433883,4861.373374619926,778.6534987658847,Toronto
211,-79.521677813919,43.70195813545265,-8852.432695923277,4850.917353035244,767.8772582927085,Toronto
212,-79.40127920001501,43.64262164458628,-8839.02980182487,4844.331002549076,766.9778012189784,Toronto
213,-79.38076046649448,43.66433673705879,-8836.745635890631,4846.741377813526,757.7767967978859,Toronto
214,-79.29420287262437,43.671733187743875,-8827.109957983417,4847.56238383957,748.0094176759976,Toronto
215,-79.39471019587994,43.64659958565909,-8838.29853371555,4844.772554008159,722.6370141354492,Toronto
216,-79.37655165000363,43.7074307944885,-8836.277106230054,4851.524818188223,711.6958803950539,Toronto
217,-79.3228150500304,43.68376794468746,-8830.295094184434,4848.898241860308,707.7150803442762,Toronto
218,-79.41429435012898,43.782578868763274,-8840.478661350708,4859.8662544327235,695.7108475692293,Toronto
219,-79.32440981731015,43.68287684564177,-8830.472625272783,4848.799329866237,672.7342771590356,Toronto
220,-79.4151473639383,43.77270243975374,-8840.573619700976,4858.769970812666,666.7901583096256,Toronto
221,-79.37420909142148,43.72280741890778,-8836.01633026613,4853.231623498763,661.5169102317944,Toronto
222,-79.37404605629048,43.70393487645054,-8835.998181032313,4851.13677128601,639.307145623045,Toronto
223,-79.47850670023642,43.747083894669686,-8847.626844377019,4855.926312308335,634.7031415233711,Toronto
224,-79.39189573379664,43.65500218226217,-8837.985224981976,4845.705242231101,633.7256689079613,Toronto
225,-79.29443834999377,43.72881934435219,-8827.136171559656,4853.898947223093,615.3874850249325,Toronto
226,-79.31130388826223,43.66815851381005,-8829.01366014524,4847.165595032915,599.5164552309427,Toronto
227,-79.42106060003967,43.66802804472091,-8841.231887057016,4847.151112964021,589.7953454972247,Toronto
228,-79.39114131948531,43.64140945071688,-8837.901242826425,4844.196449029573,586.6711422629577,Toronto
229,-79.5671741302158,43.71119334507333,-8857.497391349754,4851.94246130314,583.3772396030256,Toronto
230,-79.39148091909965,43.67950318348395,-8837.939047395092,4848.424853366719,581.3632892745491,Toronto
231,-79.42185089928915,43.683022106707455,-8841.319863959769,4848.815453844528,576.7506626440377,Toronto
232,-79.42428450000497,43.68231699458445,-8841.590774825054,4848.737186398874,560.5906850197143,Toronto
233,-79.34716107408725,43.68409939217365,-8833.005317928468,4848.935032531275,552.8094488829169,Toronto
234,-79.28778214338313,43.72883145085163,-8826.395195983552,4853.900291044531,547.203264013261,Toronto
235,-79.38469592283347,43.66725116122658,-8837.183734825745,4847.064878896151,536.4820823036844,Toronto
236,-79.28767981563486,43.694681413477305,-8826.383804756288,4850.109636895981,525.6021197949414,Toronto
237,-79.31047478422134,43.66722489435516,-8828.921363454303,4847.061963273422,520.0602727447024,Toronto
238,-79.38235871126109,43.66779696749125,-8836.923554096296,4847.125463391529,517.0549490438468,Toronto
239,-79.45756166641479,43.675234515768466,-8845.295222266961,4847.9510312503,496.00218408339606,Toronto
240,-79.41274373576617,43.76167158918807,-8840.306045409226,4857.545546399876,488.31832342643406,Toronto
241,-79.4015123527075,43.667941672690176,-8839.055756615751,4847.14152566861,480.5352388530603,Toronto
242,-79.37270195190152,43.769578123047964,-8835.84855398763,4858.423171658324,460.31711489504875,Toronto
243,-79.60847305797226,43.72978876829184,-8862.09482928653,4854.006553280395,431.2905724257366,Toronto
244,-79.44721758190433,43.69591784559104,-8844.143708435171,4850.246880860605,392.2183551616343,Toronto
245,-79.32628850000395,43.68250584466071,-8830.68176210894,4848.758148757339,388.1005283049813,Toronto
246,-79.39156483175753,43.70766347473726,-8837.94838863608,4851.550645695836,383.266154604755,Toronto
247,-79.41061572024202,43.75566392723263,-8840.069152593062,4856.878695922822,379.4590645956895,Toronto
248,-79.27391598555528,43.69396410778235,-8824.851601428,4850.030015963841,376.157418957125,Toronto
249,-79.51415874686673,43.59499293132456,-8851.595665859952,4839.044215377026,357.9582941197554,Toronto
250,-79.39187864872865,43.69725127667364,-8837.983323055121,4850.394891710774,338.3364065974894,Toronto
251,-79.39542458401152,43.697728594471464,-8838.378060116747,4850.4478739863325,315.1165785400878,Toronto
252,-79.34307175002401,43.6691774947578,-8832.550090284423,4847.278701918115,311.8164745579063,Toronto
253,-79.40250376656984,43.675409594881394,-8839.16612179832,4847.9704650318345,306.8359528102279,Toronto
254,-79.51339779075295,43.69830945729954,-8851.510955464408,4850.512349760249,284.02859237768064,Toronto
255,-79.37416292221687,43.70413656538075,-8836.011190664103,4851.159158757263,265.52007746167635,Toronto
256,-79.37042016666865,43.770188265894966,-8835.594543373722,4858.490897514341,258.2257464154115,Toronto
257,-79.38884095093063,43.6980483018653,-8837.645163498548,4850.483361507048,238.7156305244538,Toronto
258,-79.36034649999439,43.789303494583734,-8834.473132725876,4860.612687898794,229.02399410344304,Toronto
259,-79.54053156984264,43.63651108417249,-8854.531514886452,4843.652730343147,226.20604437816317,Toronto
260,-79.34811241250593,43.66163727021263,-8833.111221872572,4846.441736993602,204.81780572892686,Toronto
261,-79.41340354318243,43.77366527889,-8840.37949583061,4858.87684595679,203.28670637379847,Toronto
262,-79.39247605005146,43.68893574476931,-8838.049826367778,4849.471867669394,183.84707949157345,Toronto
263,-79.4404959609094,43.650387700595566,-8843.395450864395,4845.193034766108,156.44454695017453,Toronto
264,-79.43924505000795,43.698331294787444,-8843.256198211935,4850.5147737214065,149.98794919333562,Toronto
265,-79.54639179884921,43.699747230208004,-8855.183881439692,4850.671942553088,140.80973758774743,Toronto
266,-79.29976160153849,43.78036565067952,-8827.728761244867,4859.620587225427,121.4196104638277,Toronto
267,-79.45641950000572,43.66485454478091,-8845.168075160136,4846.79885447068,102.44481671366741,Toronto
268,-79.38902146661708,43.69780501991133,-8837.66525868528,4850.456357210158,101.28808222180535,Toronto
269,-79.39577981140758,43.69785066558585,-8838.417604385702,4850.461423880029,101.10482733434691,Toronto
270,-79.39036094777269,43.69893823871064,-8837.814371067003,4850.582144496881,89.53006374339785,Toronto
271,-79.41099755000114,43.64561649477256,-8840.111658263677,4844.663430919754,67.36286448058635,Toronto
272,-79.48745134999974,43.66591919478943,-8848.622571733322,4846.9170306216265,60.04150137779773,Toronto
273,-79.37727181503752,43.72172954539253,-8836.357275721792,4853.11197953857,51.2927589900908,Toronto
274,-79.38931360000048,43.64820459476941,-8837.697779265653,4844.950710019404,51.0722858332421,Toronto
275,-79.42587501915884,43.68839168969712,-8841.767833007782,4849.41147755638,43.33186998224547,Toronto
276,-79.39619945000032,43.69853434479449,-8838.464318973485,4850.5373122721885,36.030405798966584,Toronto
